,wgs-assembler.csv,nh3d.csv,jvcl.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,scen-connect.csv,jaxen.csv,emulemorph.csv,motu.csv,zabbix.csv,jfreechart.csv,gisgraphy.csv
blogentis.csv,7.0,124.0,4.0,36.0,0.0,0.0,19.0,46.0,2.0,15.0,1.0,103.0,5.0
emulemorph.csv,0.0,355.0,158.0,169.0,8.0,0.0,61.0,86.0,0.0,58.0,0.0,103.0,1.0
gisgraphy.csv,6.0,355.0,17.0,30.0,7.0,0.0,58.0,17.0,3.0,13.0,0.0,103.0,0.0
jaxen.csv,2.0,355.0,11.0,12.0,0.0,60.0,61.0,0.0,11.0,8.0,0.0,103.0,0.0
jvcl.csv,108.0,0.0,0.0,2.0,3.0,60.0,61.0,15.0,109.0,58.0,161.0,103.0,0.0
m-m-m.csv,7.0,0.0,10.0,13.0,15.0,0.0,48.0,68.0,33.0,13.0,0.0,86.0,1.0
motu.csv,1.0,0.0,26.0,169.0,0.0,0.0,61.0,16.0,109.0,0.0,0.0,30.0,2.0
nh3d.csv,108.0,0.0,4.0,5.0,0.0,0.0,17.0,10.0,13.0,3.0,0.0,103.0,0.0
sarasvati.csv,0.0,355.0,14.0,0.0,0.0,0.0,61.0,8.0,109.0,0.0,0.0,103.0,1.0
wgs-assembler.csv,0.0,355.0,4.0,11.0,1.0,0.0,40.0,5.0,23.0,2.0,1.0,103.0,0.0
zabbix.csv,6.0,0.0,5.0,20.0,6.0,0.0,42.0,36.0,3.0,12.0,0.0,103.0,1.0
