,wgs-assembler.csv,nh3d.csv,jvcl.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,scen-connect.csv,jaxen.csv,emulemorph.csv,motu.csv,zabbix.csv,jfreechart.csv,gisgraphy.csv
blogentis.csv,0.51,0.01,0.13,0.08,0.98,0.65,0.1,0.07,0.09,0.3,0.43,0.0,0.29
emulemorph.csv,0.26,0.0,0.0,0.0,0.19,0.34,0.0,0.0,0.92,0.0,0.06,0.0,0.15
gisgraphy.csv,0.27,0.0,0.19,0.13,0.17,0.04,0.03,0.15,0.06,0.31,0.26,0.0,0.98
jaxen.csv,0.36,0.0,0.2,0.16,0.26,0.0,0.0,1.0,0.21,0.28,0.12,0.0,0.35
jvcl.csv,0.0,0.03,0.9,0.08,0.14,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.17
m-m-m.csv,0.46,0.02,0.18,0.13,0.4,1.0,0.04,0.11,0.1,0.39,0.49,0.02,0.45
motu.csv,0.47,0.03,0.21,0.0,0.45,0.37,0.0,0.15,0.0,0.96,0.29,0.05,0.29
nh3d.csv,0.0,1.0,0.19,0.37,0.29,0.04,0.11,0.27,0.22,0.34,0.31,0.0,0.2
sarasvati.csv,0.14,0.0,0.15,0.95,0.21,0.18,0.0,0.33,0.0,0.43,0.12,0.0,0.15
wgs-assembler.csv,1.0,0.0,0.19,0.06,0.1,0.08,0.05,0.13,0.11,0.36,0.19,0.0,0.19
zabbix.csv,0.53,0.02,0.2,0.13,0.39,0.77,0.05,0.17,0.11,0.33,0.97,0.0,0.47
