,recall,precision,pf,pci_20,ifa,wins
amanda.csv,0.37,0.535,0.255,0.66,1.0,12
arsenal-1.csv,0.125,0.5349999999999999,0.05,0.64,1.0,10
bnetd.csv,0.885,0.52,0.81,0.385,0.5,6
cascading.csv,0.6950000000000001,0.5800000000000001,0.475,0.495,0.5,11
fm-classic.csv,0.125,0.61,0.095,0.87,1.5,14
free-evolution.csv,0.5,0.56,0.515,0.43,2.5,4
gnome-jabber.csv,0.54,0.555,0.465,0.455,0.0,8
guineu.csv,0.33,0.485,0.315,0.665,1.5,7
ipfilter.csv,0.8,0.41500000000000004,0.81,0.475,1.5,3
jruby.csv,0.45,0.46499999999999997,0.475,0.455,6.0,0
l2j.csv,0.64,0.605,0.4,0.46499999999999997,1.0,9
libmesh.csv,0.25,0.295,0.35,0.74,3.0,2
mvdsv.csv,0.04,0.8049999999999999,0.015,0.71,0.0,15
stajistics.csv,0.735,0.525,0.64,0.43,2.0,5
twostep.csv,0.725,0.625,0.405,0.395,0.0,13
x4x.csv,0.74,0.475,0.825,0.45999999999999996,2.0,1
