,guineu.csv,x4x.csv,amanda.csv,arsenal-1.csv,mvdsv.csv,fm-classic.csv,bnetd.csv,libmesh.csv,cascading.csv,twostep.csv,gnome-jabber.csv,free-evolution.csv,ipfilter.csv,l2j.csv,jruby.csv,stajistics.csv
amanda.csv,0.39,0.43,0.68,0.39,0.69,0.37,0.25,0.27,0.61,0.18,0.02,0.43,0.09,0.5,0.58,0.36
arsenal-1.csv,0.27,0.24,0.02,0.62,0.0,0.36,0.06,0.05,0.04,0.36,0.0,0.07,0.18,0.3,0.19,0.12
bnetd.csv,0.0,0.3,0.57,0.59,0.61,0.0,0.74,0.36,0.24,0.0,0.4,0.57,0.65,0.05,0.47,0.31
cascading.csv,0.54,0.64,0.0,0.6,0.49,0.57,0.65,0.34,0.68,0.47,0.05,0.54,0.24,0.39,0.45,0.65
fm-classic.csv,0.15,0.09,0.16,0.23,0.0,0.98,0.18,0.42,0.2,0.15,0.04,0.07,0.44,0.07,0.12,0.44
free-evolution.csv,0.58,0.63,0.53,0.5,0.36,0.0,0.49,0.3,0.57,0.74,0.52,0.48,0.21,0.2,0.48,0.49
gnome-jabber.csv,0.41,0.56,0.57,0.3,0.57,0.82,0.59,0.37,0.52,0.31,0.64,0.63,0.42,0.45,0.27,0.64
guineu.csv,0.69,0.12,0.3,0.39,0.0,0.37,0.34,0.05,0.37,0.35,0.0,0.51,0.59,0.05,0.29,0.51
ipfilter.csv,0.46,0.54,0.53,0.5,0.19,0.17,0.35,0.53,0.48,0.0,0.0,0.45,0.92,0.29,0.2,0.38
jruby.csv,0.39,0.66,0.0,0.45,0.54,0.36,0.0,0.1,0.49,0.17,0.48,0.07,0.34,0.58,0.58,0.36
l2j.csv,0.63,0.52,0.64,0.34,0.95,0.53,0.65,0.22,0.5,0.74,0.21,0.58,0.2,0.73,0.47,0.49
libmesh.csv,0.37,0.32,0.39,0.0,0.0,0.37,0.26,0.46,0.38,0.05,0.0,0.44,0.0,0.3,0.09,0.26
mvdsv.csv,0.0,0.0,0.34,0.0,0.99,0.0,0.18,0.05,0.07,0.05,0.05,0.0,0.09,0.01,0.06,0.0
stajistics.csv,0.43,0.58,0.54,0.61,0.24,0.29,0.64,0.5,0.51,0.77,0.0,0.52,0.0,0.62,0.44,0.76
twostep.csv,0.46,0.53,0.64,0.24,0.73,0.36,0.68,0.48,0.69,0.81,0.48,0.48,0.47,0.49,0.45,0.69
x4x.csv,0.56,0.72,0.0,0.59,0.68,0.48,0.68,0.26,0.31,0.36,0.0,0.05,0.35,0.3,0.21,0.48
