,guineu.csv,x4x.csv,amanda.csv,arsenal-1.csv,mvdsv.csv,fm-classic.csv,bnetd.csv,libmesh.csv,cascading.csv,twostep.csv,gnome-jabber.csv,free-evolution.csv,ipfilter.csv,l2j.csv,jruby.csv,stajistics.csv
amanda.csv,0.39,0.6,0.7,0.56,0.36,0.12,0.31,0.28,0.75,0.17,0.04,0.35,0.12,0.59,0.73,0.3
arsenal-1.csv,0.31,0.32,0.04,0.64,0.0,0.06,0.1,0.07,0.06,0.43,0.0,0.1,0.26,0.39,0.27,0.17
bnetd.csv,0.46,0.85,0.62,0.57,0.2,0.08,0.77,0.3,0.86,0.52,0.53,0.38,0.73,0.83,0.9,0.41
cascading.csv,0.42,0.78,0.63,0.65,0.18,0.1,0.66,0.31,0.78,0.52,0.08,0.35,0.32,0.49,0.85,0.49
fm-classic.csv,0.17,0.12,0.23,0.29,0.0,0.5,0.24,0.42,0.28,0.19,0.06,0.11,0.55,0.11,0.17,0.41
free-evolution.csv,0.44,0.73,0.55,0.49,0.17,0.0,0.54,0.25,0.72,0.63,0.9,0.35,0.81,0.29,0.62,0.37
gnome-jabber.csv,0.34,0.67,0.56,0.4,0.19,0.14,0.65,0.3,0.62,0.33,0.75,0.4,0.69,0.54,0.36,0.49
guineu.csv,0.58,0.17,0.62,0.56,0.0,0.07,0.36,0.05,0.46,0.39,0.97,0.39,0.71,0.08,0.39,0.45
ipfilter.csv,0.34,0.77,0.53,0.54,0.11,0.08,0.36,0.55,0.81,0.54,0.95,0.3,0.95,0.77,0.88,0.32
jruby.csv,0.33,0.76,0.0,0.44,0.19,0.06,0.0,0.14,0.76,0.48,0.62,0.11,0.7,0.68,0.76,0.27
l2j.csv,0.5,0.67,0.62,0.39,0.48,0.08,0.66,0.19,0.62,0.68,0.31,0.4,0.27,0.79,0.75,0.38
libmesh.csv,0.28,0.41,0.4,0.0,0.0,0.1,0.28,0.44,0.47,0.07,0.0,0.29,0.0,0.38,0.13,0.2
mvdsv.csv,0.0,0.0,0.43,0.0,0.86,0.0,0.26,0.06,0.11,0.07,0.08,0.0,0.12,0.01,0.09,0.0
stajistics.csv,0.4,0.75,0.51,0.6,0.17,0.03,0.67,0.47,0.61,0.65,0.97,0.34,0.82,0.78,0.56,0.64
twostep.csv,0.44,0.76,0.63,0.62,0.23,0.07,0.68,0.42,0.78,0.76,0.62,0.37,0.57,0.58,0.85,0.52
x4x.csv,0.43,0.8,0.63,0.56,0.21,0.07,0.68,0.23,0.79,0.41,0.9,0.38,0.71,0.8,0.9,0.35
