,psycle.csv,ildjit.csv,jfreereport.csv,enlightenment.csv,pcsx2.csv,xqilla.csv,wxjs.csv,ffigo.csv,wikipediardware.csv
enlightenment.csv,0.6,0.62,0.68,0.03,0.55,0.6,0.79,0.57,0.62
ffigo.csv,0.63,0.73,0.56,0.66,0.54,0.73,0.48,0.01,0.81
ildjit.csv,0.98,0.1,0.95,0.98,0.98,0.67,0.63,0.98,0.98
jfreereport.csv,0.9,0.74,0.07,0.77,0.79,1.0,0.91,0.69,0.88
pcsx2.csv,0.56,0.88,0.58,0.67,0.02,0.58,1.05,0.62,0.93
psycle.csv,0.02,0.51,0.77,0.58,0.62,0.83,0.64,0.62,0.65
wikipediardware.csv,0.52,0.88,0.86,0.64,0.66,0.85,0.84,0.67,0.07
wxjs.csv,1.0,1.0,1.0,1.0,1.0,1.0,0.12,1.0,1.0
xqilla.csv,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
