,psycle.csv,ildjit.csv,jfreereport.csv,enlightenment.csv,pcsx2.csv,xqilla.csv,wxjs.csv,ffigo.csv,wikipediardware.csv
enlightenment.csv,0.57,0.47,0.51,0.54,0.46,0.48,0.71,0.56,0.74
ffigo.csv,0.51,0.51,0.49,0.57,0.44,0.65,0.42,0.45,0.62
ildjit.csv,0.83,0.96,0.99,0.93,0.86,0.88,0.83,0.8,0.5
jfreereport.csv,0.91,0.61,0.99,0.72,0.82,0.86,0.96,0.65,0.62
pcsx2.csv,0.56,0.43,0.57,0.5,0.48,0.52,0.67,0.46,0.47
psycle.csv,0.49,0.51,0.44,0.44,0.42,0.33,0.46,0.49,0.45
wikipediardware.csv,0.45,0.39,0.4,0.44,0.41,0.35,0.37,0.37,0.46
wxjs.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.0,0.0
xqilla.csv,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0
