,recall,precision,pf,wins
acdk.csv,0.45,0.55,0.25,17
all-plasm.csv,0.33,0.54,0.23,15
awemud.csv,0.37,0.49,0.23,12
buddata-ebxml-registry.csv,0.97,0.45,0.93,2
bullet.csv,0.56,0.47,0.47,8
dvd-create.csv,0.71,0.48,0.53,10
gbif-indexingtoolkit.csv,0.43,0.4,0.45,1
go.csv,0.73,0.47,0.69,4
gss.csv,0.87,0.51,0.71,9
jmule.csv,0.68,0.45,0.6,5
kwave.csv,0.91,0.48,0.76,7
libarchive.csv,0.88,0.47,0.76,6
linux-ntfs.csv,0.66,0.54,0.5,13
lsb.csv,0.51,0.5,0.4,11
mp-rechnungs-und-kundenverwaltung.csv,0.46,0.62,0.25,18
qcad2.csv,0.63,0.55,0.41,16
qtwin.csv,0.14,0.36,0.07,3
stemkit.csv,0.33,0.5,0.18,14
xinity.csv,0.52,0.38,0.67,0
