,jython.csv,jitterbit.csv,gzigzag.csv,blue-c.csv,jguard.csv,unbvision.csv,ppcboot.csv,repositorium.csv,personalaccess.csv,xbg.csv,gdis.csv,wxstudio.csv,icescrum.csv,elateportal.csv
blue-c.csv,0.99,0.3,0.7,0.04,0.62,0.55,0.56,0.22,0.44,0.55,0.38,0.67,0.53,0.33
elateportal.csv,0.12,0.32,0.24,0.04,0.21,0.07,0.51,0.19,0.2,0.51,0.54,0.45,0.53,0.0
gdis.csv,1.0,0.75,0.65,0.76,0.64,0.67,0.33,0.42,0.48,0.64,0.0,0.49,0.66,0.17
gzigzag.csv,0.07,0.31,0.0,0.04,0.21,0.06,0.12,0.2,0.28,0.36,0.23,0.1,0.19,0.17
icescrum.csv,0.94,0.15,0.31,0.0,0.52,0.12,0.39,0.16,0.12,0.11,0.31,0.18,0.0,0.17
jguard.csv,0.07,0.48,0.51,0.2,0.02,0.46,0.75,0.03,0.48,0.44,0.54,0.49,0.38,0.5
jitterbit.csv,0.8,0.01,0.37,0.8,0.32,0.16,0.63,0.2,0.32,0.33,0.92,0.37,0.19,0.67
jython.csv,0.0,0.66,0.84,0.92,0.8,0.71,0.24,0.47,1.0,0.85,0.15,0.67,0.44,0.33
personalaccess.csv,0.94,0.46,0.44,0.0,0.27,0.32,0.92,0.07,0.08,0.22,0.85,0.37,0.72,0.5
ppcboot.csv,0.28,0.4,0.57,0.8,0.41,0.58,0.01,0.22,0.16,0.6,0.69,0.59,0.69,0.33
repositorium.csv,0.86,0.23,0.52,0.4,0.36,0.11,0.56,0.0,0.56,0.31,0.46,0.27,0.41,0.33
unbvision.csv,0.91,0.11,0.82,0.0,0.77,0.0,0.19,0.02,0.72,0.8,0.23,0.33,0.94,1.0
wxstudio.csv,0.75,0.42,0.46,0.68,0.3,0.72,0.23,0.52,0.2,0.27,0.77,0.02,0.22,0.33
xbg.csv,0.02,0.01,0.08,0.0,0.07,0.06,0.15,0.03,0.0,0.0,0.23,0.08,0.0,0.0
