,jython.csv,jitterbit.csv,gzigzag.csv,blue-c.csv,jguard.csv,unbvision.csv,ppcboot.csv,repositorium.csv,personalaccess.csv,xbg.csv,gdis.csv,wxstudio.csv,icescrum.csv,elateportal.csv
blue-c.csv,0.19,0.53,0.34,0.98,0.4,0.48,0.69,0.33,0.79,0.23,0.71,0.41,0.64,0.08
elateportal.csv,0.05,0.47,0.45,0.62,0.44,0.29,0.55,0.14,0.45,0.2,0.65,0.36,0.43,1.0
gdis.csv,0.19,0.39,0.44,0.62,0.58,0.37,0.44,0.26,0.83,0.24,1.0,0.55,0.55,0.2
gzigzag.csv,0.51,0.27,0.98,0.37,0.13,0.41,0.22,0.25,0.42,0.25,0.4,0.21,0.21,0.66
icescrum.csv,0.22,0.52,0.41,0.38,0.38,0.46,0.37,0.0,0.49,0.25,0.76,0.2,0.97,0.12
jguard.csv,0.55,0.33,0.38,0.75,0.97,0.45,0.59,0.13,0.61,0.32,0.61,0.51,0.45,0.89
jitterbit.csv,0.2,0.95,0.5,0.48,0.32,0.13,0.66,0.07,0.6,0.14,0.56,0.33,0.61,0.95
jython.csv,1.0,0.44,0.35,0.68,0.47,0.46,0.26,0.24,0.83,0.23,0.03,0.51,0.5,0.23
personalaccess.csv,0.2,0.35,0.41,0.29,0.5,0.39,0.68,0.11,0.98,0.26,0.84,0.31,0.5,0.81
ppcboot.csv,0.44,0.47,0.44,0.61,0.37,0.37,0.94,0.24,0.68,0.26,0.73,0.47,0.56,0.93
repositorium.csv,0.14,0.29,0.36,0.14,0.46,0.34,0.44,0.78,0.66,0.21,0.41,0.39,0.48,0.79
unbvision.csv,0.22,0.48,0.36,0.5,0.51,0.97,0.23,0.14,0.81,0.24,0.5,0.39,0.52,0.11
wxstudio.csv,0.14,0.24,0.27,0.46,0.32,0.28,0.3,0.13,0.48,0.08,0.37,0.96,0.21,0.23
xbg.csv,0.39,0.24,0.15,0.0,0.11,0.06,0.44,0.13,0.05,0.93,0.03,0.14,0.27,0.09
