,jython.csv,jitterbit.csv,gzigzag.csv,blue-c.csv,jguard.csv,unbvision.csv,ppcboot.csv,repositorium.csv,personalaccess.csv,xbg.csv,gdis.csv,wxstudio.csv,icescrum.csv,elateportal.csv
blue-c.csv,1.0,0.47,0.78,0.04,0.78,0.59,0.6,0.51,0.52,0.66,0.56,0.85,0.54,1.01
elateportal.csv,0.96,0.54,0.54,0.53,0.64,0.8,0.68,0.84,0.73,0.71,0.71,0.79,0.71,0.0
gdis.csv,1.02,0.8,0.66,0.81,0.65,0.75,0.71,0.55,0.53,0.68,0.0,0.62,0.69,0.9
gzigzag.csv,0.5,0.78,0.03,0.77,0.93,0.7,0.87,0.67,0.77,0.62,0.77,0.87,0.86,0.53
icescrum.csv,0.94,0.53,0.57,0.77,0.74,0.61,0.8,1.01,0.68,0.76,0.47,0.88,0.05,0.95
jguard.csv,0.46,0.73,0.63,0.36,0.04,0.57,0.81,0.91,0.71,0.5,0.74,0.65,0.65,0.52
jitterbit.csv,0.85,0.07,0.46,0.93,0.77,0.91,0.68,0.93,0.63,0.82,1.06,0.79,0.46,0.67
jython.csv,0.0,0.7,0.86,0.93,0.84,0.71,0.85,0.59,1.01,0.86,0.99,0.76,0.61,0.93
personalaccess.csv,0.96,0.7,0.58,0.83,0.57,0.62,0.92,0.91,0.08,0.66,0.86,0.82,0.77,0.57
ppcboot.csv,0.33,0.54,0.61,0.84,0.73,0.7,0.11,0.67,0.49,0.65,0.77,0.75,0.71,0.35
repositorium.csv,1.0,0.76,0.66,0.98,0.61,0.74,0.81,0.36,0.72,0.7,0.85,0.73,0.62,0.46
unbvision.csv,0.92,0.6,0.84,0.67,0.79,0.07,0.87,0.91,0.76,0.81,0.69,0.73,0.94,1.37
wxstudio.csv,0.93,0.83,0.77,0.86,0.76,0.87,0.82,0.82,0.7,0.92,1.07,0.06,0.87,0.93
xbg.csv,0.73,0.86,0.9,1.0,0.94,0.97,0.7,0.91,0.98,0.12,1.01,0.92,0.84,0.95
