,jython.csv,jitterbit.csv,gzigzag.csv,blue-c.csv,jguard.csv,unbvision.csv,ppcboot.csv,repositorium.csv,personalaccess.csv,xbg.csv,gdis.csv,wxstudio.csv,icescrum.csv,elateportal.csv
blue-c.csv,0.05,0.65,0.53,0.99,0.49,0.69,0.68,0.58,0.68,0.58,0.6,0.45,0.76,0.06
elateportal.csv,0.06,0.58,0.56,0.52,0.44,0.24,0.54,0.21,0.34,0.5,0.52,0.38,0.52,1.0
gdis.csv,0.0,0.52,0.67,0.52,0.69,0.56,0.41,0.63,0.7,0.62,1.0,0.59,0.62,0.13
gzigzag.csv,0.55,0.32,0.98,0.27,0.12,0.35,0.17,0.4,0.32,0.52,0.3,0.17,0.19,0.54
icescrum.csv,0.24,0.54,0.55,0.27,0.47,0.45,0.33,0.0,0.38,0.29,0.66,0.17,0.96,0.09
jguard.csv,0.6,0.47,0.59,0.72,0.97,0.64,0.51,0.11,0.49,0.7,0.48,0.56,0.49,0.75
jitterbit.csv,0.48,0.94,0.7,0.4,0.34,0.12,0.63,0.11,0.49,0.29,0.24,0.34,0.61,0.7
jython.csv,1.0,0.62,0.44,0.3,0.49,0.63,0.21,0.61,0.0,0.45,0.02,0.54,0.58,0.17
personalaccess.csv,0.23,0.48,0.61,0.2,0.53,0.5,0.3,0.11,0.97,0.42,0.44,0.3,0.56,0.67
ppcboot.csv,0.8,0.63,0.68,0.48,0.43,0.55,0.91,0.4,0.58,0.64,0.54,0.51,0.63,0.85
repositorium.csv,0.33,0.32,0.56,0.12,0.52,0.31,0.42,0.69,0.52,0.42,0.31,0.36,0.54,0.68
unbvision.csv,0.32,0.46,0.47,0.38,0.55,0.94,0.18,0.11,0.57,0.52,0.39,0.39,0.24,0.0
wxstudio.csv,0.39,0.32,0.4,0.43,0.34,0.43,0.26,0.38,0.37,0.14,0.25,0.96,0.19,0.17
xbg.csv,0.32,0.17,0.12,0.0,0.09,0.04,0.37,0.11,0.02,0.9,0.02,0.1,0.19,0.06
