,jython.csv,jitterbit.csv,gzigzag.csv,blue-c.csv,jguard.csv,unbvision.csv,ppcboot.csv,repositorium.csv,personalaccess.csv,xbg.csv,gdis.csv,wxstudio.csv,icescrum.csv,elateportal.csv
blue-c.csv,0.27,0.57,0.45,0.48,0.41,0.51,0.64,0.68,0.42,0.51,0.46,0.69,0.41,0.75
elateportal.csv,0.95,0.51,0.54,0.67,0.62,0.83,0.84,0.89,0.76,0.5,0.39,0.63,0.41,0.3
gdis.csv,0.27,0.43,0.4,0.44,0.51,0.62,0.61,0.58,0.36,0.49,0.35,0.4,0.36,0.83
gzigzag.csv,0.95,0.88,0.82,0.75,0.93,0.93,0.97,0.76,0.81,0.83,0.72,0.9,0.89,0.57
icescrum.csv,0.25,0.63,0.5,0.71,0.37,0.64,0.39,0.86,0.55,0.88,0.32,0.79,0.56,0.75
jguard.csv,0.95,0.51,0.51,0.46,0.67,0.64,0.56,0.75,0.51,0.5,0.51,0.56,0.57,0.32
jitterbit.csv,0.27,0.73,0.58,0.61,0.63,0.94,0.77,0.94,0.55,0.8,0.59,0.97,0.65,0.3
jython.csv,0.95,0.5,0.46,0.46,0.49,0.52,0.56,0.85,0.42,0.46,0.67,0.63,0.6,0.88
personalaccess.csv,0.24,0.42,0.46,0.8,0.57,0.68,0.59,0.86,0.38,0.6,0.35,0.54,0.32,0.34
ppcboot.csv,0.69,0.57,0.42,0.52,0.63,0.58,0.77,0.96,0.53,0.46,0.49,0.51,0.37,0.33
repositorium.csv,0.29,0.84,0.55,0.92,0.51,0.94,0.73,0.86,0.59,0.7,0.77,0.92,0.43,0.38
unbvision.csv,0.27,0.76,0.46,0.7,0.49,0.71,0.6,0.67,0.49,0.47,0.52,0.66,0.34,0.89
wxstudio.csv,0.3,0.72,0.69,0.65,0.58,0.59,0.51,0.55,0.62,0.88,0.68,0.56,0.9,0.88
xbg.csv,0.89,0.97,0.9,0.0,0.83,0.83,0.98,0.75,0.67,0.86,0.75,0.86,0.67,0.5
