,umber.csv,wpdev.csv,orc.csv,ivatamasks.csv,vienna-add-in.csv,plato.csv,rodin-b-sharp.csv,gwanted.csv,java-gnome.csv,tycho.csv,unicase.csv
gwanted.csv,632.5,99.0,96.5,190.0,98.5,98.5,99.0,621.0,270.5,0.0,99.0
ivatamasks.csv,1101.5,99.0,96.5,98.5,98.5,85.5,99.0,487.0,375.0,97.5,99.0
java-gnome.csv,267.5,93.5,269.5,98.5,386.0,79.5,485.0,292.5,181.0,54.5,99.0
orc.csv,221.0,99.0,295.0,98.5,98.5,99.0,99.0,390.5,555.0,0.0,99.0
plato.csv,1005.0,99.0,293.5,98.5,98.5,99.0,99.0,586.5,180.0,97.5,99.0
rodin-b-sharp.csv,63.5,98.5,295.0,91.5,273.0,99.0,288.0,1955.5,181.0,0.0,99.0
tycho.csv,725.0,99.0,97.5,98.5,288.5,99.0,286.5,289.5,86.5,97.5,99.0
umber.csv,358.0,99.0,393.5,98.5,98.5,99.0,99.0,390.0,648.5,95.5,99.0
unicase.csv,443.5,99.0,393.5,98.5,98.5,99.0,99.0,587.5,369.0,95.5,99.0
vienna-add-in.csv,634.5,99.0,196.0,288.5,290.5,99.0,776.5,389.0,186.0,95.5,99.0
wpdev.csv,1101.5,99.0,393.5,98.5,98.5,99.0,99.0,684.0,648.5,97.5,99.0
