,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,httpcontentparser.csv,jaxlib.csv,bibedt.csv,xbg.csv,gdis.csv,loki-lib.csv,exl.csv
avifile.csv,0.99,0.2,0.9,1.04,0.96,0.64,1.0,0.96,0.95,0.95,0.95,1.0,1.01,1.02,1.0,0.99,0.97
baadengine.csv,0.01,1.07,1.05,0.55,0.76,0.67,0.41,0.72,0.64,0.56,0.59,0.78,0.7,0.33,0.51,0.55,0.42
bibedt.csv,0.67,0.85,1.04,0.29,0.69,0.69,0.52,0.67,0.67,0.7,0.44,1.02,0.1,0.76,0.72,0.7,0.55
exl.csv,0.52,1.01,1.02,0.49,0.57,0.67,0.83,0.78,0.65,0.83,0.74,0.71,0.66,0.56,0.71,0.65,0.05
gdis.csv,0.74,0.8,1.03,0.78,0.63,0.85,0.77,0.91,0.97,0.83,0.63,0.98,0.79,0.69,0.08,0.62,0.78
gogoego.csv,0.82,0.55,1.04,0.52,0.86,0.73,1.0,0.1,0.65,0.68,0.73,1.05,0.83,0.61,0.56,0.74,1.01
httpcontentparser.csv,0.92,1.02,0.89,1.01,0.88,0.8,0.93,0.81,0.94,0.92,0.0,1.04,0.91,0.89,0.86,0.82,0.95
jaxlib.csv,1.0,1.0,0.99,1.0,1.0,0.92,0.97,0.98,1.0,1.0,0.9,0.0,1.0,1.0,1.0,1.0,1.0
jgameai.csv,0.96,1.0,0.87,1.01,0.9,0.04,0.97,0.88,0.91,0.75,0.85,1.01,1.0,1.0,0.91,0.97,0.93
jhotdraw.csv,0.78,0.8,0.97,1.0,1.04,0.84,0.97,0.82,0.15,0.76,1.0,1.01,0.99,0.97,0.9,0.81,1.05
loki-lib.csv,0.38,1.04,0.74,0.53,0.55,0.67,0.84,0.6,0.75,0.42,0.79,0.83,0.93,0.51,0.7,0.03,0.81
patterntesting.csv,0.55,0.72,1.15,0.36,0.6,0.74,0.44,0.57,0.56,0.07,0.54,0.78,0.43,0.55,0.41,0.74,0.4
pokeglobal.csv,0.64,0.92,0.79,0.45,0.05,0.74,0.46,0.65,0.78,0.64,0.67,1.04,0.84,0.5,0.36,0.7,0.54
werx.csv,1.0,0.97,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
xbg.csv,0.78,1.0,0.92,1.0,0.9,1.0,1.0,0.8,0.91,0.89,0.84,1.01,0.82,0.12,0.74,0.95,0.96
zealos.csv,0.73,0.9,1.03,0.47,0.71,0.72,0.04,0.64,0.71,0.61,0.56,0.69,0.55,0.71,0.66,0.79,0.52
