,sqlpower-library.csv,smartgwt.csv,bzbyte.csv,mediaportal.csv,poormans.csv
bzbyte.csv,0.53,0.0,0.22,0.0,1.0
mediaportal.csv,0.24,0.19,0.0,0.23,0.12
poormans.csv,0.18,0.04,0.11,0.94,0.15
smartgwt.csv,0.29,0.27,0.61,0.29,0.44
sqlpower-library.csv,0.18,0.45,0.61,0.91,0.69
