,sqlpower-library.csv,smartgwt.csv,bzbyte.csv,mediaportal.csv,poormans.csv
bzbyte.csv,0.73,0.0,0.91,0.0,0.21
mediaportal.csv,0.83,0.5,1.0,0.35,0.45
poormans.csv,0.9,0.71,0.87,0.19,0.57
smartgwt.csv,0.79,0.46,0.81,0.22,0.28
sqlpower-library.csv,0.9,0.19,0.78,0.2,0.27
