,sqlpower-library.csv,smartgwt.csv,bzbyte.csv,mediaportal.csv,poormans.csv
bzbyte.csv,0.45,0.0,0.41,0.0,0.45
mediaportal.csv,0.46,0.42,0.89,0.6,0.72
poormans.csv,0.38,0.93,0.67,0.39,0.5
smartgwt.csv,0.75,0.35,0.39,0.69,0.5
sqlpower-library.csv,0.45,0.72,0.37,0.37,0.47
