,dsworkbench.csv,gogoego.csv,cleartk.csv,jpaul.csv,scenemonitor.csv,yarp0.csv,motu.csv,rtrt-on-gpu.csv,mp-rechnungs-und-kundenverwaltung.csv,xstore.csv,loki-lib.csv,zemljanka.csv
cleartk.csv,0.79,0.68,0.2,0.48,0.79,0.83,0.73,0.96,0.78,0.59,0.88,1.18
dsworkbench.csv,0.3,0.92,0.96,0.94,0.81,0.95,0.6,0.92,0.68,0.89,1.0,0.62
gogoego.csv,0.8,0.56,0.58,0.61,0.9,0.54,0.67,0.64,0.71,0.47,0.77,0.45
jpaul.csv,0.89,0.64,0.98,0.32,0.71,1.0,0.93,1.0,0.92,0.96,1.0,1.0
loki-lib.csv,0.86,0.71,0.8,0.52,0.8,0.56,0.57,0.8,0.61,0.82,0.45,0.89
motu.csv,0.58,0.98,0.93,0.93,0.95,0.59,0.34,0.81,0.98,0.6,0.64,0.55
mp-rechnungs-und-kundenverwaltung.csv,0.86,0.67,0.68,0.54,0.95,0.81,0.77,0.8,0.46,0.77,0.83,0.83
rtrt-on-gpu.csv,0.69,0.81,0.78,0.89,0.79,0.64,0.73,0.43,0.73,0.9,0.8,0.6
scenemonitor.csv,0.7,0.68,0.84,0.45,0.33,0.76,0.91,0.92,0.58,0.57,0.9,0.7
xstore.csv,0.56,0.9,0.64,0.54,0.53,0.7,0.89,0.83,0.72,0.38,0.57,1.01
yarp0.csv,0.8,0.78,0.91,0.97,0.84,0.38,0.91,0.9,0.69,0.74,0.87,0.48
zemljanka.csv,1.0,0.96,1.0,0.98,0.97,0.72,0.81,0.81,0.96,0.93,0.69,0.2
