,dsworkbench.csv,gogoego.csv,cleartk.csv,jpaul.csv,scenemonitor.csv,yarp0.csv,motu.csv,rtrt-on-gpu.csv,mp-rechnungs-und-kundenverwaltung.csv,xstore.csv,loki-lib.csv,zemljanka.csv
cleartk.csv,0.76,0.26,0.98,0.44,0.42,0.29,0.25,0.16,0.34,0.61,0.39,0.9
dsworkbench.csv,0.93,0.3,1.0,1.0,0.57,0.17,0.33,0.11,0.36,0.71,0.0,0.97
gogoego.csv,0.79,0.38,0.92,0.5,0.67,0.4,0.3,0.27,0.35,0.7,0.58,0.98
jpaul.csv,0.75,0.28,1.0,0.55,0.44,0.0,0.17,0.0,0.36,1.0,0.0,0.0
loki-lib.csv,0.73,0.25,0.95,0.41,0.36,0.38,0.29,0.4,0.39,0.45,0.62,0.96
motu.csv,0.86,0.25,0.89,0.3,0.36,0.38,0.44,0.16,0.32,0.61,0.43,0.98
mp-rechnungs-und-kundenverwaltung.csv,1.0,0.28,0.92,0.4,1.0,0.75,0.75,0.33,0.5,0.73,0.83,1.0
rtrt-on-gpu.csv,0.78,0.19,0.88,0.18,0.33,0.55,0.27,0.43,0.31,0.36,0.37,0.97
scenemonitor.csv,0.8,0.28,0.9,0.46,0.68,0.27,0.24,0.09,0.39,0.62,1.0,0.96
xstore.csv,0.83,0.26,0.91,0.39,0.55,0.31,0.23,0.15,0.34,0.78,0.5,0.95
yarp0.csv,0.73,0.32,0.86,0.1,0.29,0.58,0.11,0.19,0.36,0.58,0.38,0.99
zemljanka.csv,0.75,0.23,0.88,0.29,0.38,0.34,0.24,0.2,0.31,0.54,0.4,1.0
