,empyrean.csv,amanda.csv,nutz.csv,pokeglobal.csv,jhotdraw.csv,unflobtactical.csv,cascading.csv,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,bdbbasic.csv,echongl.csv,pgui.csv,tradelink.csv,google-gears.csv,gstreamer.csv,crux-framework.csv,metacosm.csv,psycle.csv,ildjit.csv,jfreereport.csv,enlightenment.csv,empserver.csv,pcsx2.csv,lufa-lib.csv,wxjs.csv,cortex-vfx.csv,ffigo.csv,wikipediardware.csv,arianne.csv,qgis.csv,bl-toolkit.csv,phonon-vlc-mplayer.csv,arcallians.csv,aztec.csv,openxava.csv,mbse.csv,vars-redux.csv,clamav.csv,gnupdate.csv,alsa.csv,yafdotnet.csv,ns-3-dev-def-routing.csv,xapian.csv,les-indemodables.csv,mplayer-ce.csv,ng4j.csv,jmule.csv,qpe.csv,lmms.csv,yale.csv,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,quarkplusplus.csv,multitude.csv,ifmo-game-1.csv,voms.csv,fm-classic.csv,foursquared.csv,micomt.csv,xpontus.csv,rsyslog.csv,acegisecurity.csv,wow-qrsk.csv,ppcboot.csv,kml.csv,repositorium.csv,ultimairis.csv,xbg.csv,gdis.csv,xqilla.csv,wxstudio.csv,simplewebservices.csv,biopax.csv,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,jgameai.csv,zealos.csv,gogoego.csv,patterntesting.csv,httpcontentparser.csv,jaxlib.csv,bibedt.csv,snakeyaml.csv,impala.csv,dataobjectsdotnet.csv,loki-lib.csv,gnome-jabber.csv,chaosrts.csv,exl.csv
acegisecurity.csv,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,9.0,170.0,1.0,4.0,3.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,4.0,57.0,0.0,0.0,16.0,1.0,1.0,0.0,0.0,2.0,18.0,0.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,7.0,2.0,6.0,1.0,6.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,20.0,0.0,4.0,1.0,6.0,0.0,110.0,16.0,7.0,3.0,2.0,1.0,6.0,12.0,0.0,1.0,75.0,0.0,1.0,6.0,0.0,1.0,4.0,2.0,8.0,1.0,68.0,1.0,1.0,0.0,1.0,2.0,0.0,47.0,1.0,8.0,1.0,7.0,8.0,20.0,0.0,22.0,5.0,0.0,1.0,0.0,2.0,0.0
alsa.csv,0.0,2.0,2.0,0.0,0.0,2.0,0.0,4.0,28.0,49.0,1.0,4.0,4.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,57.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,5.0,97.0,12.0,1.0,1.0,5.0,0.0,1.0,9.0,0.0,53.0,32.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,2.0,0.0,1.0,29.0,0.0,10.0,1.0,1.0,0.0,204.0,12.0,5.0,5.0,0.0,1.0,12.0,18.0,0.0,1.0,66.0,1.0,3.0,6.0,0.0,2.0,26.0,1.0,11.0,0.0,37.0,0.0,0.0,1.0,1.0,1.0,0.0,32.0,1.0,6.0,10.0,3.0,7.0,12.0,0.0,22.0,4.0,3.0,3.0,0.0,2.0,0.0
amanda.csv,0.0,2.0,5.0,4.0,0.0,0.0,0.0,0.0,36.0,13.0,1.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,52.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,4.0,21.0,12.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,26.0,32.0,8.0,2.0,2.0,0.0,0.0,7.0,0.0,11.0,1.0,1.0,1.0,4.0,0.0,0.0,77.0,0.0,19.0,1.0,1.0,0.0,134.0,23.0,5.0,3.0,5.0,3.0,20.0,14.0,2.0,2.0,38.0,0.0,7.0,19.0,0.0,0.0,19.0,2.0,14.0,0.0,36.0,0.0,0.0,2.0,1.0,0.0,0.0,37.0,0.0,8.0,1.0,8.0,6.0,49.0,0.0,53.0,7.0,0.0,1.0,0.0,2.0,0.0
amateur-scrolls.csv,1.0,3.0,5.0,1.0,0.0,2.0,0.0,0.0,22.0,0.0,0.0,3.0,2.0,0.0,135.0,3.0,0.0,0.0,1.0,0.0,0.0,42.0,4.0,0.0,125.0,2.0,0.0,68.0,2.0,0.0,9.0,2.0,4.0,51.0,0.0,0.0,0.0,1.0,0.0,9.0,32.0,262.0,1.0,55.0,0.0,3.0,0.0,1.0,4.0,1.0,2.0,10.0,1.0,29.0,0.0,73.0,0.0,1.0,1.0,1.0,0.0,41.0,1.0,0.0,0.0,4.0,2.0,0.0,70.0,5.0,1.0,25.0,49.0,2.0,14.0,236.0,0.0,4.0,7.0,12.0,69.0,119.0,1.0,0.0,1.0,3.0,69.0,0.0,101.0,0.0,0.0,2.0,7.0,1.0,0.0,0.0,11.0,5.0,0.0,0.0,96.0,2.0,0.0
arcallians.csv,0.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,30.0,35.0,1.0,4.0,2.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,52.0,1.0,0.0,19.0,6.0,1.0,0.0,0.0,6.0,20.0,0.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,46.0,32.0,4.0,10.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,12.0,1.0,0.0,0.0,18.0,0.0,4.0,1.0,1.0,0.0,72.0,6.0,6.0,2.0,2.0,2.0,4.0,17.0,4.0,1.0,53.0,1.0,0.0,14.0,0.0,1.0,12.0,2.0,17.0,0.0,18.0,0.0,1.0,1.0,0.0,2.0,0.0,51.0,1.0,6.0,1.0,3.0,12.0,12.0,0.0,22.0,28.0,0.0,2.0,0.0,2.0,0.0
arianne.csv,0.0,2.0,5.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,4.0,1.0,0.0,8.0,0.0,3.0,4.0,0.0,5.0,64.0,4.0,3.0,16.0,2.0,1.0,1.0,0.0,0.0,42.0,9.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,19.0,62.0,0.0,2.0,7.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,76.0,0.0,1.0,0.0,1.0,0.0,238.0,2.0,10.0,2.0,0.0,4.0,12.0,22.0,2.0,3.0,60.0,4.0,7.0,55.0,0.0,2.0,2.0,1.0,6.0,0.0,60.0,0.0,0.0,1.0,1.0,2.0,0.0,70.0,1.0,3.0,2.0,8.0,6.0,24.0,0.0,62.0,8.0,2.0,3.0,3.0,2.0,0.0
aufs.csv,1.0,0.0,5.0,4.0,339.0,0.0,0.0,2.0,32.0,1.0,0.0,8.0,1.0,1.0,135.0,1.0,0.0,168.0,0.0,0.0,0.0,42.0,1.0,1.0,125.0,2.0,0.0,68.0,0.0,0.0,97.0,2.0,1.0,51.0,0.0,0.0,0.0,1.0,83.0,6.0,33.0,262.0,2.0,55.0,105.0,0.0,2.0,0.0,3.0,0.0,3.0,1.0,6.0,0.0,0.0,81.0,0.0,17.0,1.0,2.0,0.0,75.0,1.0,1.0,0.0,3.0,83.0,9.0,19.0,2.0,0.0,117.0,49.0,5.0,26.0,236.0,74.0,1.0,0.0,15.0,1.0,32.0,0.0,0.0,2.0,1.0,69.0,0.0,101.0,0.0,97.0,5.0,8.0,35.0,49.0,50.0,59.0,8.0,0.0,0.0,0.0,2.0,1.0
avifile.csv,0.0,2.0,3.0,3.0,28.0,0.0,0.0,0.0,20.0,125.0,2.0,0.0,5.0,1.0,0.0,8.0,0.0,3.0,1.0,0.0,4.0,26.0,1.0,0.0,11.0,2.0,1.0,1.0,0.0,11.0,30.0,12.0,2.0,0.0,0.0,0.0,0.0,27.0,1.0,46.0,64.0,0.0,3.0,12.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,42.0,0.0,17.0,0.0,1.0,0.0,173.0,3.0,11.0,3.0,0.0,5.0,6.0,23.0,1.0,3.0,117.0,4.0,16.0,69.0,0.0,3.0,3.0,1.0,3.0,0.0,119.0,0.0,1.0,2.0,0.0,3.0,0.0,101.0,2.0,2.0,1.0,1.0,6.0,25.0,2.0,16.0,9.0,3.0,4.0,3.0,0.0,1.0
aztec.csv,0.0,0.0,1.0,0.0,2.0,1.0,1.0,12.0,14.0,13.0,2.0,0.0,5.0,1.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,15.0,4.0,0.0,22.0,0.0,0.0,0.0,0.0,6.0,97.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,37.0,3.0,5.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,10.0,0.0,0.0,2.0,0.0,0.0,561.0,57.0,4.0,0.0,4.0,10.0,12.0,70.0,6.0,8.0,117.0,2.0,1.0,17.0,0.0,1.0,96.0,0.0,6.0,1.0,7.0,2.0,0.0,1.0,0.0,0.0,0.0,15.0,2.0,18.0,2.0,0.0,31.0,11.0,0.0,5.0,21.0,4.0,0.0,0.0,0.0,0.0
baadengine.csv,0.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,3.0,134.0,2.0,0.0,6.0,1.0,0.0,7.0,0.0,3.0,0.0,0.0,4.0,61.0,0.0,0.0,11.0,1.0,1.0,1.0,0.0,11.0,44.0,12.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,39.0,1.0,0.0,1.0,13.0,2.0,0.0,4.0,4.0,11.0,0.0,0.0,8.0,6.0,0.0,4.0,16.0,0.0,9.0,4.0,3.0,0.0,230.0,2.0,3.0,4.0,2.0,5.0,3.0,28.0,4.0,1.0,79.0,2.0,7.0,28.0,0.0,3.0,2.0,3.0,4.0,0.0,44.0,0.0,1.0,0.0,0.0,2.0,0.0,62.0,0.0,11.0,0.0,6.0,6.0,23.0,2.0,8.0,6.0,3.0,4.0,3.0,3.0,0.0
