,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,jgameai.csv,zealos.csv,gogoego.csv,vars-redux.csv,httpcontentparser.csv,tart.csv,snakeyaml.csv,impala.csv,dataobjectsdotnet.csv,xbg.csv,gdis.csv,loki-lib.csv,xqilla.csv,biopax.csv,exl.csv,crux-framework.csv
avifile.csv,0.16,1.0,0.12,0.0,0.31,0.0,0.45,0.65,1.0,0.2,0.85,0.36,0.51,0.12,0.98,0.97,0.0,0.44,0.44,0.67
baadengine.csv,0.77,0.8,0.23,1.0,0.38,1.0,0.9,0.88,0.95,1.0,0.89,1.0,0.58,0.5,1.0,1.0,1.0,0.72,0.9,0.67
biopax.csv,1.0,1.0,1.0,1.0,1.0,0.97,1.0,1.0,1.0,1.0,0.96,1.0,0.98,1.0,0.89,0.9,1.0,0.83,1.0,1.0
crux-framework.csv,0.03,0.0,0.1,1.0,0.42,0.03,0.18,0.12,0.0,0.6,0.3,0.12,0.18,0.0,0.65,0.21,0.0,0.04,0.17,1.0
dataobjectsdotnet.csv,0.63,0.6,0.78,1.0,0.15,1.0,0.72,0.67,0.9,1.0,0.85,0.56,0.63,0.75,0.02,0.93,1.0,0.46,1.0,1.0
exl.csv,0.32,0.6,0.67,1.0,0.85,0.47,0.77,0.76,0.45,1.0,0.7,0.48,0.7,0.25,0.46,0.17,0.67,0.38,0.73,1.0
gdis.csv,0.65,0.2,0.98,0.0,0.54,1.0,0.71,0.63,0.8,0.6,0.26,0.44,0.43,0.5,0.82,0.72,0.0,0.65,0.9,0.67
gogoego.csv,0.16,0.0,0.26,1.0,0.42,0.83,0.42,0.43,0.4,0.6,0.37,0.32,0.35,0.62,0.75,0.17,1.0,0.31,0.59,0.33
httpcontentparser.csv,0.24,0.2,0.31,0.0,0.04,0.03,0.54,0.82,0.8,0.4,0.85,0.48,0.37,0.12,0.0,0.38,1.0,0.56,0.41,0.67
impala.csv,0.2,0.8,0.24,1.0,0.65,0.33,0.59,0.22,0.85,0.6,0.22,0.52,0.53,0.25,0.32,0.69,0.0,0.52,0.54,0.33
jgameai.csv,0.0,0.8,0.11,0.0,0.62,0.53,0.12,0.08,0.25,0.0,0.0,0.24,0.04,0.0,0.25,0.21,0.0,0.11,0.39,0.0
loki-lib.csv,0.53,0.4,0.77,1.0,0.88,0.97,0.69,0.22,0.6,0.8,0.26,0.6,0.55,0.62,1.0,0.62,1.0,0.23,0.34,0.33
snakeyaml.csv,0.27,0.0,0.3,1.0,0.35,0.53,0.36,0.53,0.65,0.6,0.67,0.08,0.37,0.0,0.61,0.03,0.33,0.21,0.59,0.67
tart.csv,0.5,0.6,0.4,1.0,0.15,0.0,0.47,0.65,0.4,0.8,0.7,0.4,0.31,0.12,0.05,0.0,1.0,0.32,0.71,0.67
vars-redux.csv,0.45,0.8,0.24,1.0,0.38,0.9,0.84,0.78,0.85,0.6,0.93,0.72,0.5,0.5,0.82,0.21,1.0,0.39,0.68,0.67
werx.csv,0.98,1.0,0.97,1.0,1.0,1.0,0.87,0.84,1.0,1.0,0.96,0.96,0.97,1.0,0.98,1.0,1.0,0.85,0.54,1.0
xbg.csv,0.6,0.2,0.01,0.0,0.0,0.17,0.11,0.02,0.3,0.0,0.26,0.32,0.15,0.88,0.16,0.31,0.0,0.14,0.12,0.0
xqilla.csv,0.03,0.0,0.54,1.0,0.31,0.0,0.33,0.43,0.2,0.4,0.44,0.12,0.38,0.12,0.18,0.07,1.0,0.17,0.05,0.33
zealos.csv,0.32,0.4,0.42,0.0,0.31,0.77,0.36,0.43,0.1,0.0,0.11,0.0,0.17,0.25,0.58,0.45,0.0,0.11,0.02,0.67
