,agilitybook.csv,apolloplayer.csv,gotjava.csv,rtb-team.csv,redshell.csv,k3d.csv,kowari.csv,keyczar.csv
agilitybook.csv,0.0,0.06,0.03,0.14,0.12,0.55,0.15,0.07
apolloplayer.csv,0.66,0.0,0.11,0.3,0.5,0.47,0.13,0.2
k3d.csv,0.11,0.05,0.02,0.11,0.25,0.0,0.05,0.13
keyczar.csv,0.4,0.2,0.14,0.51,0.12,0.2,0.32,0.07
kowari.csv,0.12,0.09,0.05,0.03,0.38,0.29,0.0,0.0
redshell.csv,0.91,0.48,0.54,1.0,0.0,0.98,0.58,0.6
rtb-team.csv,0.29,0.35,0.32,0.0,0.5,0.31,0.6,0.2
