,logicmail.csv,mclient-mume.csv,jedit.csv,jahshaka.csv,open-media-library.csv,benojt.csv,jatlas.csv,jam-daq.csv,chrysalis.csv,beast-mcmc.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jbasic.csv,apertium.csv,exist.csv,wheat.csv,power-architect.csv,bigdata.csv,wsmt.csv,opendvr.csv,icescrum.csv,codesmith.csv,mule.csv,springside.csv,swtfox.csv,chaperon.csv,calcubetimer.csv,nunit.csv,google-collections.csv,forester-atv.csv,dsworkbench.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,gabel.csv,pokenetonline.csv,avisynth2.csv,twostep.csv,geotools.csv,servicestack.csv,gephex.csv,coot.csv,synecdoche.csv,rcp-company-uibindings.csv,array4j.csv,sblim.csv,piccolo2d.csv,jbpm.csv,log4net.csv,pustefix.csv,jmonkeyengine.csv,e-bio-flow.csv,jgossipforum.csv,joustsim.csv,reaper3d.csv,ngl.csv,jas.csv,emono.csv,thedata.csv,jmoney.csv,dxengine.csv,jsidplay2.csv,haggle.csv,mediate.csv,tmva.csv,matrex.csv,freedom-erp.csv,madman.csv,jchassis.csv,primefaces.csv,javaprofiler.csv,openefm.csv,jgnash.csv,yarp0.csv,mp-rechnungs-und-kundenverwaltung.csv,ingex.csv,ambulant.csv,autofac.csv,mycila.csv,azureus.csv,octet.csv
calcubetimer.csv,0.82,0.0,0.05,0.21,0.38,0.0,0.63,0.59,0.45,0.54,0.45,0.25,0.54,0.54,0.52,0.22,0.75,0.45,0.52,0.13,0.0,0.35,0.38,0.4,0.57,0.25,0.23,0.0,0.29,0.55,0.87,0.35,0.0,0.48,0.0,0.44,0.19,0.72,0.19,0.66,0.71,0.0,0.0,0.77,0.38,0.21,0.04,0.0,0.25,0.39,0.35,0.8,0.35,0.71,0.38,0.3,0.17,0.47,0.0,0.71,0.14,0.45,0.0,0.21,0.57,0.8,0.36,0.73,0.45,0.21,0.43,0.57,0.36,0.14,0.0,0.02,0.31,0.35,0.57,0.35,0.57,0.04,0.46,0.25,0.44,0.0,0.33
chaperon.csv,0.72,0.27,0.59,0.31,0.54,0.22,0.44,0.54,0.09,0.58,0.25,0.16,0.4,0.48,0.47,0.3,0.49,0.19,0.63,0.55,0.49,0.47,0.42,0.17,0.54,0.19,0.45,0.28,0.33,0.98,0.36,0.57,0.24,0.6,0.49,0.2,0.21,0.0,0.22,0.58,0.54,0.42,0.37,0.47,0.31,0.65,0.38,0.6,0.42,0.25,0.15,0.36,0.66,0.55,0.37,0.33,0.43,0.31,0.72,0.31,0.67,0.41,0.63,0.43,0.29,0.52,0.41,0.44,0.26,0.4,0.25,0.13,0.21,0.29,0.0,0.12,0.51,0.52,0.44,0.56,0.52,0.56,0.14,0.46,0.34,0.49,0.17
chrysalis.csv,0.74,0.31,0.68,0.67,0.5,0.71,0.79,0.64,0.87,0.6,0.49,0.69,0.76,0.5,0.51,0.49,0.28,0.42,0.31,0.4,0.44,0.5,0.13,0.27,0.68,0.34,0.44,0.6,0.37,0.29,0.55,0.51,0.65,0.54,0.49,0.21,0.46,0.7,0.49,0.69,0.82,0.36,0.6,0.52,0.5,0.21,0.34,0.44,0.5,0.57,0.53,0.36,0.62,0.59,0.65,0.2,0.5,0.55,0.0,0.63,0.72,0.4,0.39,0.36,0.29,0.77,0.41,0.5,0.42,0.61,0.44,0.73,0.65,0.64,0.0,0.18,0.27,0.28,0.72,0.22,0.63,0.66,0.46,0.49,0.24,0.73,0.33
codesmith.csv,0.04,0.46,0.29,0.41,0.53,0.39,0.0,0.28,0.21,0.18,0.28,0.21,0.54,0.36,0.48,0.48,0.51,0.0,0.57,0.57,0.48,0.29,0.51,0.47,0.35,0.76,0.53,0.49,0.51,0.29,0.44,0.53,0.36,0.05,0.12,0.45,0.05,0.0,0.23,0.12,0.14,0.32,0.0,0.0,0.15,0.14,0.38,0.27,0.32,0.2,0.22,0.21,0.1,0.0,0.0,0.41,0.2,0.23,0.45,0.11,0.63,0.36,0.0,0.46,0.75,0.06,0.41,0.58,0.43,0.47,0.36,0.46,0.54,0.39,0.0,0.28,0.26,0.42,0.28,0.5,0.29,0.4,0.39,0.12,0.24,0.48,0.17
coot.csv,0.2,0.6,0.63,0.78,0.42,0.0,0.52,0.49,0.51,0.48,0.74,0.17,0.28,0.37,0.49,0.57,0.29,0.46,0.2,0.53,0.42,0.46,0.34,0.27,0.5,0.4,0.55,0.39,0.56,0.38,0.53,0.51,0.77,0.37,0.21,0.45,0.55,0.09,0.26,0.6,0.41,0.44,0.0,0.45,0.41,0.07,0.5,0.74,0.55,0.33,0.2,0.44,0.49,0.37,0.3,0.61,0.44,0.59,0.23,0.2,0.6,0.5,0.3,0.58,0.43,0.67,0.59,0.48,0.65,0.44,0.52,0.5,0.29,0.87,0.38,0.6,0.67,0.42,0.48,0.57,0.37,0.44,0.66,0.48,0.55,0.59,0.0
cuberok.csv,0.68,0.6,0.55,0.59,0.63,0.0,0.73,0.61,0.63,0.63,0.29,0.49,0.47,0.56,0.5,0.73,0.44,0.62,0.39,0.47,0.5,0.62,0.74,0.17,0.61,0.2,0.58,0.65,0.28,0.28,0.56,0.58,0.33,0.56,0.23,0.65,0.61,0.78,0.42,0.59,0.8,0.55,0.59,0.61,0.65,0.61,0.46,0.35,0.38,0.51,0.55,0.35,0.62,0.65,0.63,0.3,0.47,0.58,0.24,0.57,0.29,0.58,0.27,0.46,0.54,0.29,0.39,0.37,0.65,0.64,0.68,0.32,0.0,0.81,0.0,0.53,0.36,0.56,0.65,0.42,0.46,0.31,0.53,0.6,0.27,0.57,0.47
dsworkbench.csv,0.32,0.15,0.29,0.39,0.26,0.58,0.44,0.45,0.42,0.49,0.23,0.18,0.38,0.51,0.28,0.47,0.33,0.73,0.25,0.58,0.58,0.45,0.0,0.58,0.74,0.2,0.12,0.05,0.42,0.51,0.56,0.26,0.31,0.56,0.74,0.4,0.55,0.21,0.42,0.57,0.29,0.27,0.0,0.54,0.48,0.21,0.49,0.23,0.46,0.41,0.29,0.17,0.41,0.4,0.0,0.26,0.58,0.55,0.6,0.11,0.41,0.29,0.14,0.43,0.0,0.44,0.22,0.24,0.17,0.37,0.42,0.52,0.65,0.47,0.0,0.1,0.3,0.07,0.5,0.28,0.67,0.54,0.34,0.28,0.12,0.14,0.0
dxengine.csv,0.2,0.35,0.09,0.58,0.15,0.36,0.42,0.19,0.57,0.31,0.23,0.4,0.29,0.23,0.32,0.31,0.54,0.44,0.18,0.49,0.07,0.04,0.34,0.21,0.13,0.66,0.06,0.34,0.5,0.67,0.05,0.21,0.15,0.0,0.15,0.18,0.35,0.58,0.22,0.44,0.14,0.37,0.0,0.46,0.43,0.33,0.41,0.61,0.49,0.42,0.28,0.74,0.5,0.1,0.0,0.0,0.13,0.37,0.43,0.31,0.54,0.44,0.0,0.45,0.28,0.69,0.71,0.52,0.27,0.48,0.29,0.71,0.05,0.65,0.0,0.53,0.54,0.54,0.19,0.53,0.49,0.63,0.31,0.09,0.24,0.33,0.3
e-bio-flow.csv,0.32,0.17,0.42,0.31,0.56,0.77,0.43,0.36,0.53,0.53,0.45,0.37,0.48,0.48,0.47,0.4,0.78,0.49,0.49,0.39,0.26,0.65,0.13,0.11,0.55,0.66,0.59,0.47,0.43,0.0,0.65,0.61,0.28,0.59,0.28,0.18,0.34,0.14,0.64,0.29,0.51,0.38,0.35,0.71,0.58,0.71,0.55,0.0,0.43,0.38,0.22,0.39,0.63,0.64,0.35,0.44,0.52,0.75,0.0,0.31,0.65,0.19,0.0,0.34,0.29,0.33,0.13,0.61,0.43,0.37,0.49,0.13,0.57,0.24,0.0,0.23,0.28,0.59,0.57,0.48,0.53,0.09,0.47,0.58,0.33,0.17,0.17
emono.csv,0.19,0.26,0.42,0.57,0.12,0.0,0.39,0.57,0.58,0.54,0.57,0.46,0.51,0.17,0.44,0.57,0.47,0.44,0.21,0.39,0.32,0.57,0.11,0.4,0.45,0.58,0.47,0.43,0.5,0.5,0.0,0.32,0.0,0.41,0.25,0.41,0.41,0.4,0.49,0.43,0.51,0.55,0.0,0.29,0.4,0.33,0.45,0.56,0.52,0.35,0.48,0.48,0.39,0.27,0.71,0.41,0.42,0.49,0.41,0.32,0.39,0.54,0.26,0.62,0.66,0.34,0.42,0.46,0.53,0.13,0.57,0.36,0.54,0.66,0.36,0.0,0.0,0.37,0.24,0.41,0.46,0.29,0.55,0.39,0.51,0.5,0.0
exist.csv,0.0,0.17,0.54,0.0,0.64,0.0,0.13,0.0,0.27,0.33,0.3,0.48,0.59,0.0,0.0,0.24,0.0,0.35,0.75,0.39,0.25,0.53,0.13,0.0,0.37,0.0,0.09,0.13,0.0,0.0,0.0,0.13,0.0,0.09,0.24,0.17,0.0,0.0,0.13,0.46,0.05,0.17,0.21,0.27,0.09,0.0,0.35,0.3,0.44,0.0,0.0,0.21,0.35,0.05,0.4,0.09,0.56,0.0,0.21,0.09,0.17,0.05,0.41,0.0,0.7,0.5,0.09,0.2,0.39,0.0,0.13,0.0,0.13,0.24,0.0,0.0,0.0,0.0,0.05,0.37,0.44,0.17,0.55,0.0,0.0,0.44,0.0
forester-atv.csv,0.04,0.0,0.5,0.0,0.12,0.33,0.63,0.61,0.09,0.17,0.24,0.12,0.2,0.39,0.39,0.0,0.52,0.05,0.29,0.25,0.32,0.5,0.04,0.11,0.06,0.07,0.18,0.1,0.0,0.55,0.05,0.34,0.4,0.64,0.5,0.06,0.28,0.15,0.1,0.69,0.15,0.62,0.68,0.1,0.3,0.6,0.04,0.21,0.0,0.35,0.07,0.11,0.1,0.58,0.0,0.05,0.31,0.2,0.73,0.0,0.0,0.35,0.55,0.21,0.0,0.59,0.0,0.39,0.01,0.1,0.1,0.27,0.4,0.0,0.0,0.0,0.09,0.21,0.51,0.07,0.49,0.6,0.15,0.38,0.44,0.58,0.17
freedom-erp.csv,0.54,0.0,0.66,0.0,0.1,0.43,0.24,0.38,0.38,0.48,0.15,0.04,0.19,0.13,0.07,0.0,0.02,0.53,0.09,0.05,0.22,0.24,0.07,0.0,0.0,0.04,0.07,0.0,0.21,0.29,0.71,0.06,0.28,0.35,0.53,0.0,0.55,0.57,0.06,0.58,0.15,0.09,0.0,0.38,0.21,0.45,0.0,0.02,0.0,0.36,0.23,0.0,0.35,0.33,0.71,0.05,0.0,0.38,0.0,0.31,0.0,0.07,0.15,0.1,0.0,0.74,0.0,0.52,0.04,0.0,0.01,0.17,0.73,0.15,0.0,0.26,0.04,0.0,0.35,0.0,0.44,0.0,0.0,0.2,0.0,0.42,0.33
freelords.csv,0.68,0.17,0.66,0.56,0.17,0.77,0.39,0.24,0.81,0.3,0.53,0.09,0.51,0.61,0.57,0.54,0.34,0.59,0.54,0.56,0.39,0.13,0.35,0.51,0.64,0.54,0.37,0.4,0.43,0.48,0.65,0.59,0.72,0.45,0.7,0.55,0.64,0.65,0.5,0.4,0.61,0.34,0.75,0.59,0.48,0.49,0.58,0.69,0.51,0.55,0.59,0.34,0.43,0.71,0.59,0.42,0.55,0.59,0.47,0.7,0.57,0.64,0.13,0.57,0.28,0.5,0.46,0.62,0.55,0.0,0.57,0.58,0.57,0.67,0.52,0.58,0.67,0.58,0.53,0.67,0.64,0.65,0.6,0.62,0.6,0.3,0.47
gabel.csv,0.64,0.27,0.38,0.4,0.42,0.55,0.44,0.33,0.62,0.49,0.29,0.25,0.27,0.29,0.34,0.36,0.28,0.4,0.38,0.13,0.24,0.42,0.11,0.45,0.7,0.04,0.42,0.48,0.32,0.29,0.49,0.34,0.0,0.57,0.47,0.43,0.37,0.67,0.46,0.35,0.86,0.62,0.37,0.27,0.5,0.07,0.28,0.12,0.2,0.27,0.48,0.11,0.67,0.46,0.68,0.2,0.38,0.34,0.0,0.66,0.0,0.46,0.29,0.35,0.49,0.06,0.13,0.24,0.43,0.36,0.5,0.29,0.33,0.75,0.0,0.39,0.19,0.43,0.45,0.28,0.43,0.25,0.37,0.36,0.42,0.34,0.33
geotools.csv,0.71,0.17,0.53,0.36,0.39,0.67,0.58,0.61,0.74,0.72,0.49,0.51,0.53,0.49,0.56,0.56,0.28,0.59,0.62,0.4,0.57,0.43,0.21,0.63,0.32,0.72,0.63,0.55,0.5,0.0,0.0,0.59,0.67,0.57,0.54,0.6,0.57,0.56,0.49,0.72,0.68,0.75,0.54,0.82,0.67,0.33,0.52,0.37,0.52,0.56,0.3,0.46,0.66,0.44,0.87,0.58,0.45,0.45,0.24,0.74,0.61,0.54,0.0,0.64,0.66,0.4,0.46,0.67,0.66,0.55,0.6,0.41,0.59,0.45,0.0,0.65,0.31,0.66,0.79,0.65,0.53,0.59,0.65,0.58,0.55,0.73,0.48
gephex.csv,0.0,0.42,0.4,0.5,0.43,0.53,0.56,0.15,0.72,0.47,0.5,0.69,0.39,0.58,0.55,0.44,0.25,0.0,0.48,0.65,0.51,0.43,0.66,0.24,0.0,0.43,0.51,0.58,0.24,0.24,0.0,0.52,0.15,0.33,0.0,0.45,0.61,0.66,0.58,0.38,0.47,0.45,0.34,0.09,0.63,0.65,0.69,0.2,0.35,0.53,0.57,0.25,0.61,0.62,0.59,0.13,0.6,0.48,0.41,0.27,0.58,0.44,0.4,0.09,0.13,0.4,0.34,0.42,0.2,0.26,0.21,0.34,0.43,0.46,0.0,0.55,0.45,0.58,0.5,0.52,0.47,0.35,0.3,0.32,0.33,0.27,0.39
google-collections.csv,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.13,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.13,0.0,0.09,0.0,0.0,0.0,0.0,0.09,0.0
haggle.csv,0.37,0.0,0.19,0.4,0.55,0.51,0.76,0.46,0.22,0.4,0.44,0.32,0.23,0.4,0.47,0.06,0.31,0.1,0.61,0.47,0.45,0.41,0.32,0.27,0.7,0.17,0.43,0.42,0.44,0.0,0.41,0.64,0.07,0.62,0.38,0.06,0.45,0.28,0.54,0.24,0.29,0.44,0.0,0.58,0.51,0.45,0.55,0.14,0.32,0.42,0.45,0.21,0.49,0.6,0.37,0.39,0.52,0.52,0.24,0.41,0.7,0.38,0.14,0.1,0.46,0.28,0.54,0.24,0.65,0.3,0.24,0.47,0.04,0.64,0.0,0.66,0.27,0.63,0.6,0.57,0.36,0.25,0.54,0.53,0.32,0.43,0.17
icescrum.csv,0.2,0.57,0.63,0.59,0.43,0.66,0.61,0.7,0.3,0.78,0.5,0.54,0.61,0.37,0.62,0.56,0.72,0.68,0.47,0.54,0.5,0.53,0.23,0.36,0.79,0.19,0.49,0.38,0.34,0.73,0.61,0.58,0.15,0.69,0.59,0.2,0.47,0.66,0.55,0.76,0.7,0.66,0.36,0.72,0.62,0.45,0.47,0.55,0.42,0.62,0.6,0.53,0.72,0.72,0.84,0.39,0.47,0.57,0.7,0.69,0.29,0.62,0.69,0.57,0.29,0.7,0.76,0.35,0.47,0.0,0.47,0.76,0.72,0.71,0.0,0.6,0.54,0.63,0.61,0.35,0.67,0.64,0.49,0.28,0.42,0.66,0.58
ingex.csv,0.63,0.57,0.37,0.74,0.46,0.0,0.57,0.53,0.41,0.6,0.56,0.45,0.6,0.51,0.61,0.52,0.09,0.54,0.47,0.46,0.47,0.5,0.36,0.49,0.78,0.42,0.53,0.32,0.32,0.57,0.0,0.59,0.62,0.0,0.57,0.29,0.49,0.0,0.68,0.76,0.62,0.55,0.63,0.61,0.53,0.68,0.44,0.54,0.44,0.43,0.2,0.75,0.53,0.53,0.45,0.45,0.48,0.09,0.36,0.66,0.42,0.5,0.41,0.51,0.29,0.63,0.66,0.21,0.55,0.13,0.3,0.6,0.74,0.6,0.51,0.26,0.64,0.55,0.42,0.42,0.46,0.7,0.59,0.49,0.36,0.56,0.46
jahshaka.csv,0.46,0.41,0.67,0.82,0.46,0.53,0.57,0.54,0.74,0.6,0.63,0.58,0.56,0.4,0.58,0.69,0.47,0.46,0.48,0.29,0.47,0.58,0.5,0.48,0.5,0.32,0.48,0.53,0.44,0.54,0.4,0.55,0.75,0.5,0.37,0.42,0.58,0.74,0.55,0.24,0.83,0.59,0.86,0.27,0.55,0.15,0.41,0.52,0.58,0.44,0.35,0.32,0.53,0.64,0.0,0.52,0.69,0.56,0.22,0.38,0.14,0.53,0.2,0.44,0.27,0.63,0.56,0.55,0.65,0.4,0.63,0.54,0.56,0.42,0.61,0.24,0.5,0.52,0.69,0.28,0.62,0.61,0.53,0.63,0.34,0.58,0.45
jam-daq.csv,0.41,0.45,0.51,0.41,0.63,0.54,0.78,0.76,0.13,0.59,0.35,0.3,0.39,0.37,0.55,0.48,0.68,0.6,0.59,0.13,0.45,0.56,0.11,0.31,0.56,0.06,0.47,0.44,0.21,0.5,0.37,0.56,0.06,0.74,0.47,0.36,0.31,0.52,0.42,0.49,0.73,0.6,0.67,0.23,0.58,0.4,0.32,0.52,0.32,0.41,0.51,0.61,0.75,0.53,0.68,0.16,0.52,0.43,0.64,0.68,0.14,0.51,0.66,0.44,0.29,0.49,0.61,0.36,0.42,0.66,0.44,0.74,0.27,0.83,0.0,0.46,0.47,0.53,0.55,0.29,0.63,0.63,0.41,0.33,0.63,0.66,0.48
jas.csv,0.41,0.59,0.29,0.21,0.66,0.0,0.37,0.13,0.34,0.67,0.19,0.25,0.49,0.22,0.49,0.43,0.64,0.72,0.47,0.42,0.49,0.42,0.66,0.47,0.52,0.54,0.25,0.54,0.26,0.55,0.27,0.29,0.07,0.65,0.33,0.5,0.48,0.5,0.36,0.48,0.0,0.39,0.68,0.5,0.59,0.59,0.41,0.54,0.35,0.39,0.4,0.66,0.1,0.68,0.59,0.7,0.57,0.58,0.77,0.6,0.56,0.63,0.97,0.43,0.73,0.32,0.7,0.32,0.46,0.47,0.32,0.29,0.22,0.69,0.92,0.57,0.45,0.56,0.32,0.47,0.43,0.65,0.53,0.31,0.12,0.11,0.46
jatlas.csv,0.69,0.34,0.46,0.41,0.65,0.8,0.96,0.7,0.3,0.7,0.46,0.62,0.58,0.53,0.46,0.43,0.6,0.43,0.57,0.24,0.24,0.64,0.36,0.11,0.42,0.17,0.67,0.21,0.25,0.54,0.67,0.67,0.43,0.5,0.59,0.16,0.55,0.61,0.46,0.64,0.73,0.59,0.31,0.77,0.58,0.4,0.36,0.61,0.54,0.64,0.59,0.27,0.83,0.76,0.85,0.43,0.57,0.59,0.73,0.8,0.29,0.52,0.72,0.44,0.29,0.81,0.46,0.53,0.36,0.6,0.39,0.63,0.56,0.62,0.0,0.49,0.24,0.42,0.62,0.48,0.59,0.56,0.39,0.45,0.6,0.72,0.45
