,pclasses.csv,tzod.csv,psrchive.csv,liferea.csv,atlc.csv,theresa.csv,pfaedit.csv,opensim4opencog.csv,thrust.csv,yaprm.csv,tktoolkit.csv,miranda-icq.csv,aten.csv,adobe-source.csv,ipfilter.csv
adobe-source.csv,0.33,0.75,0.38,1.0,0.0,0.25,0.85,0.29,0.0,0.63,0.5,0.3,1.0,0.83,1.0
atlc.csv,0.16,0.4,0.18,0.27,1.0,0.06,0.56,0.14,0.37,0.53,0.13,0.29,0.99,0.18,0.69
ipfilter.csv,0.14,0.42,0.17,0.23,0.65,0.06,0.62,0.17,0.27,0.53,0.13,0.31,0.99,0.21,1.0
liferea.csv,0.33,0.6,0.18,1.0,1.0,0.12,0.71,0.26,0.0,0.36,0.21,0.37,1.0,0.22,0.64
miranda-icq.csv,0.07,0.3,0.12,0.5,0.73,0.08,0.84,0.17,0.35,0.41,0.17,0.98,0.99,0.2,0.79
opensim4opencog.csv,0.0,0.67,0.25,1.0,0.75,0.33,0.81,1.0,1.0,0.7,0.22,0.37,1.0,0.0,0.86
pclasses.csv,1.0,0.33,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pfaedit.csv,0.0,0.47,0.24,0.25,0.9,0.1,0.98,0.18,0.14,0.43,0.17,0.33,1.0,0.31,0.69
psrchive.csv,0.15,0.2,1.0,0.0,1.0,0.2,1.0,0.4,0.3,0.5,0.0,0.17,1.0,0.14,1.0
theresa.csv,0.0,1.0,1.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
thrust.csv,0.0,0.23,0.2,0.22,0.67,0.07,0.61,0.08,0.89,0.64,0.24,0.22,1.0,0.21,0.79
tktoolkit.csv,0.18,0.36,0.18,0.5,1.0,0.07,0.6,0.12,0.27,0.51,1.0,0.27,0.99,0.18,0.83
tzod.csv,0.29,1.0,0.25,0.32,0.73,0.17,0.67,0.15,0.18,0.48,0.19,0.35,0.99,0.27,0.75
yaprm.csv,0.16,0.26,0.24,0.2,0.35,0.18,0.8,0.16,0.3,1.0,0.14,0.32,0.99,0.22,0.78
