,pclasses.csv,tzod.csv,psrchive.csv,liferea.csv,atlc.csv,theresa.csv,pfaedit.csv,opensim4opencog.csv,thrust.csv,yaprm.csv,tktoolkit.csv,miranda-icq.csv,aten.csv,adobe-source.csv,ipfilter.csv
adobe-source.csv,0.04,0.02,0.11,0.0,0.0,0.06,0.11,0.03,0.04,0.18,0.01,0.13,0.0,0.04,0.0
atlc.csv,0.82,0.58,0.71,0.68,0.0,0.96,0.8,0.6,0.51,0.63,0.54,0.71,1.0,0.73,0.89
ipfilter.csv,0.96,0.4,0.64,0.93,0.41,0.92,0.91,0.51,0.98,0.76,0.97,0.66,1.0,0.79,0.0
liferea.csv,0.07,0.17,0.19,0.0,0.0,0.14,0.26,0.21,0.0,0.24,0.17,0.15,0.0,0.22,0.26
miranda-icq.csv,0.48,0.29,0.28,0.07,0.1,0.44,0.14,0.45,0.32,0.34,0.46,0.01,1.0,0.33,0.21
opensim4opencog.csv,0.05,0.04,0.04,0.0,0.03,0.04,0.14,0.0,0.0,0.08,0.09,0.11,0.0,0.05,0.05
pclasses.csv,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pfaedit.csv,0.07,0.38,0.33,0.55,0.03,0.36,0.03,0.35,0.26,0.68,0.31,0.33,0.0,0.27,0.21
psrchive.csv,0.2,0.08,0.0,0.11,0.0,0.16,0.0,0.02,0.3,0.13,0.01,0.13,0.0,0.05,0.0
theresa.csv,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0
thrust.csv,0.27,0.35,0.27,0.48,0.21,0.26,0.66,0.37,0.04,0.11,0.18,0.46,0.0,0.5,0.47
tktoolkit.csv,0.89,0.77,0.84,0.05,0.0,0.8,1.0,0.36,1.0,0.92,0.0,0.4,1.0,0.67,0.21
tzod.csv,0.21,0.0,0.24,0.34,0.14,0.2,0.34,0.37,0.19,0.42,0.33,0.3,1.0,0.27,0.21
yaprm.csv,0.46,0.52,0.39,0.18,0.69,0.28,0.11,0.22,0.45,0.0,0.15,0.17,1.0,0.45,0.11
