,pclasses.csv,tzod.csv,psrchive.csv,liferea.csv,atlc.csv,theresa.csv,pfaedit.csv,opensim4opencog.csv,thrust.csv,yaprm.csv,tktoolkit.csv,miranda-icq.csv,aten.csv,adobe-source.csv,ipfilter.csv
adobe-source.csv,0.67,0.75,0.92,0.5,0.0,0.75,0.59,0.86,0.5,0.68,0.75,0.96,0.88,0.93,0.9
atlc.csv,0.47,0.43,0.43,0.44,0.51,0.41,0.41,0.46,0.58,0.39,0.63,0.45,0.42,0.52,0.42
ipfilter.csv,0.41,0.67,0.52,0.34,0.74,0.45,0.31,0.41,0.4,0.39,0.4,0.51,0.43,0.45,0.43
liferea.csv,0.83,0.55,0.76,0.77,0.83,0.88,0.55,0.55,0.0,0.93,0.74,0.89,0.72,0.62,0.79
miranda-icq.csv,0.79,0.8,0.96,0.83,0.91,0.62,0.52,0.6,0.7,0.68,0.45,0.79,0.63,0.71,0.63
opensim4opencog.csv,0.67,0.83,0.75,0.5,0.75,0.67,0.58,0.95,0.0,0.9,0.94,0.96,0.7,0.86,0.86
pclasses.csv,0.91,0.76,0.0,0.0,0.0,0.0,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pfaedit.csv,0.75,0.53,0.52,0.41,0.9,0.5,0.37,0.54,0.86,0.41,0.6,0.52,0.67,0.61,0.85
psrchive.csv,0.92,0.8,0.92,0.8,0.5,0.8,0.67,0.8,0.7,0.9,0.5,0.96,0.93,0.86,0.5
theresa.csv,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
thrust.csv,0.73,0.73,0.64,0.44,0.83,0.57,0.39,0.74,0.83,0.91,0.73,0.59,0.86,0.57,0.45
tktoolkit.csv,0.41,0.38,0.39,0.75,0.5,0.42,0.31,0.7,0.39,0.34,0.95,0.6,0.37,0.61,0.61
tzod.csv,0.71,0.56,0.58,0.45,0.73,0.58,0.5,0.47,0.91,0.55,0.51,0.49,0.5,0.6,0.69
yaprm.csv,0.61,0.59,0.53,0.9,0.74,0.71,0.8,0.81,0.7,0.51,0.96,0.92,0.71,0.7,0.89
