,pclasses.csv,tzod.csv,psrchive.csv,liferea.csv,atlc.csv,theresa.csv,pfaedit.csv,opensim4opencog.csv,thrust.csv,yaprm.csv,tktoolkit.csv,miranda-icq.csv,aten.csv,adobe-source.csv,ipfilter.csv
adobe-source.csv,0.09,0.11,0.36,0.15,0.0,0.33,0.43,0.09,0.0,0.32,0.09,0.15,0.17,0.8,0.22
atlc.csv,0.82,0.7,0.86,0.85,0.95,1.0,0.65,0.7,0.82,0.73,0.57,0.83,0.74,0.7,0.83
ipfilter.csv,0.82,0.52,0.71,0.92,0.54,1.0,0.98,0.74,1.0,0.89,0.96,0.85,0.89,0.93,1.0
liferea.csv,0.18,0.44,0.21,1.0,0.15,0.33,0.41,0.52,0.0,0.14,0.3,0.25,0.22,0.27,0.2
miranda-icq.csv,0.18,0.22,0.21,0.23,0.2,0.67,0.48,0.65,0.47,0.24,0.65,0.9,0.51,0.37,0.33
opensim4opencog.csv,0.0,0.15,0.07,0.15,0.07,0.33,0.39,0.83,0.06,0.19,0.17,0.19,0.24,0.0,0.13
pclasses.csv,1.0,0.26,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pfaedit.csv,0.0,0.59,0.57,0.62,0.22,0.67,0.94,0.57,0.12,0.54,0.43,0.46,0.26,0.53,0.2
psrchive.csv,0.18,0.04,0.93,0.0,0.05,0.67,0.06,0.09,0.35,0.14,0.0,0.08,0.07,0.03,0.04
theresa.csv,0.0,0.04,0.07,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
thrust.csv,0.0,0.19,0.36,0.46,0.29,0.33,0.67,0.22,0.94,0.19,0.39,0.37,0.22,0.6,0.72
tktoolkit.csv,1.0,0.78,1.0,0.15,0.05,1.0,0.98,0.35,1.0,0.97,0.91,0.42,0.86,0.63,0.41
tzod.csv,0.45,1.0,0.43,0.54,0.27,0.67,0.44,0.48,0.12,0.41,0.52,0.46,0.51,0.43,0.26
yaprm.csv,0.45,0.33,0.64,0.15,0.27,1.0,0.3,0.3,0.53,0.95,0.17,0.23,0.44,0.57,0.15
