,ktc.csv,rosegarden.csv,nosleepsoftware.csv,jbasic.csv,smarttag.csv,alleg.csv,iaml.csv,riff-evolve.csv,adobe-source.csv,xined.csv,wxcode.csv,nebuladevice.csv,pixel-commandos.csv,icescrum.csv,moast.csv,biodwh.csv,zemljanka.csv,factor.csv,natpad.csv,jcache.csv
adobe-source.csv,0.51,0.6,0.71,0.8,0.5,0.75,0.71,0.48,0.7,0.42,0.68,0.55,0.79,0.88,0.4,0.75,0.5,0.44,0.75,0.58
alleg.csv,0.55,0.53,0.41,0.83,0.53,0.52,0.91,0.37,0.53,0.43,0.53,0.83,0.56,0.43,0.61,0.41,0.43,0.47,0.41,0.86
biodwh.csv,0.54,0.56,0.9,0.59,0.62,0.5,0.94,0.62,0.73,0.47,0.68,0.61,0.81,0.5,0.0,0.74,0.48,0.56,0.4,0.43
factor.csv,0.97,0.96,0.69,0.0,0.42,0.96,0.86,0.7,0.96,0.86,0.75,0.86,0.95,0.58,0.0,0.92,0.74,0.51,0.62,0.83
iaml.csv,0.61,0.71,0.77,0.5,0.77,0.43,0.56,0.95,0.8,0.89,0.67,0.49,0.67,0.82,0.74,0.43,0.48,0.59,0.55,0.62
icescrum.csv,0.56,0.49,0.59,0.46,0.45,0.53,0.66,0.61,0.66,0.41,0.68,0.47,0.6,0.45,0.58,0.42,0.55,0.42,0.36,0.65
jbasic.csv,0.42,0.43,0.49,0.51,0.58,0.46,0.5,0.67,0.45,0.4,0.41,0.34,0.46,0.38,0.92,0.38,0.39,0.46,0.35,0.55
jcache.csv,0.39,0.47,0.38,0.43,0.75,0.41,0.48,0.45,0.43,0.43,0.71,0.44,0.56,0.4,0.39,0.56,0.48,0.73,0.49,0.41
ktc.csv,0.43,0.53,0.62,0.42,0.5,0.37,0.43,0.57,0.59,0.41,0.63,0.44,0.48,0.32,0.48,0.47,0.51,0.58,0.36,0.5
moast.csv,0.94,0.95,0.95,0.43,0.4,0.45,0.44,0.41,0.96,0.4,0.86,0.54,0.9,0.39,0.44,0.34,0.45,0.88,0.43,0.58
natpad.csv,0.43,0.47,0.52,0.63,0.38,0.48,0.83,0.37,0.4,0.34,0.51,0.73,0.52,0.34,0.55,0.38,0.43,0.46,0.38,0.42
nebuladevice.csv,0.52,0.63,0.57,0.82,0.79,0.0,0.59,0.89,0.85,0.86,0.68,0.53,0.56,0.88,0.54,0.95,0.86,0.49,0.0,0.88
nosleepsoftware.csv,0.98,0.98,0.55,0.94,0.0,0.95,0.87,0.9,0.91,0.0,0.81,0.93,0.79,0.88,0.91,0.93,0.57,0.88,0.95,0.86
pixel-commandos.csv,0.98,0.98,0.0,0.92,0.65,0.94,0.89,0.91,0.97,0.52,0.5,0.91,0.89,0.86,0.98,0.86,0.95,0.0,0.88,0.86
riff-evolve.csv,0.43,0.54,0.69,0.52,0.38,0.52,0.54,0.54,0.57,0.31,0.62,0.5,0.63,0.41,0.39,0.29,0.94,0.44,0.46,0.38
rosegarden.csv,0.37,0.55,0.48,0.44,0.89,0.34,0.49,0.46,0.45,0.41,0.6,0.34,0.55,0.41,0.55,0.54,0.43,0.52,0.39,0.38
smarttag.csv,0.39,0.47,0.48,0.61,0.46,0.63,0.56,0.62,0.51,0.42,0.56,0.5,0.4,0.41,0.51,0.44,0.93,0.41,0.86,0.5
wxcode.csv,0.44,0.57,0.73,0.44,0.5,0.48,0.65,0.6,0.49,0.86,0.67,0.42,0.75,0.57,0.93,0.92,0.51,0.8,0.56,0.41
xined.csv,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.43
zemljanka.csv,0.43,0.43,0.45,0.43,0.44,0.42,0.41,0.55,0.52,0.44,0.47,0.36,0.43,0.52,0.39,0.35,0.48,0.4,0.44,0.53
