,ktc.csv,rosegarden.csv,nosleepsoftware.csv,jbasic.csv,smarttag.csv,alleg.csv,iaml.csv,riff-evolve.csv,adobe-source.csv,xined.csv,wxcode.csv,nebuladevice.csv,pixel-commandos.csv,icescrum.csv,moast.csv,biodwh.csv,zemljanka.csv,factor.csv,natpad.csv,jcache.csv
adobe-source.csv,0.66,0.56,0.0,0.45,0.24,0.5,0.64,0.47,0.51,0.23,0.27,0.18,0.14,0.88,0.89,0.22,1.0,0.75,1.0,0.45
alleg.csv,0.57,0.36,0.3,0.5,0.26,0.77,1.0,0.52,0.18,0.17,0.13,0.22,0.02,0.36,0.71,0.13,0.95,0.84,0.72,0.57
biodwh.csv,0.62,0.45,0.0,0.69,0.38,0.6,0.72,0.66,0.45,0.21,0.26,0.18,0.19,0.62,1.0,0.47,1.0,0.72,0.6,0.8
factor.csv,0.46,0.08,0.08,0.0,0.25,0.62,1.0,0.57,0.24,0.57,0.2,0.0,0.0,0.26,0.0,0.17,0.92,0.91,0.69,0.5
iaml.csv,0.57,0.35,0.46,0.51,0.23,0.75,0.75,0.6,0.32,0.22,0.19,0.21,0.12,0.73,0.69,0.15,1.0,0.48,0.5,0.81
icescrum.csv,0.65,0.46,0.41,0.67,0.36,0.74,0.57,0.54,0.29,0.27,0.14,0.22,0.08,0.73,0.78,0.15,1.0,0.67,0.52,0.61
jbasic.csv,0.46,0.31,0.27,0.67,0.21,0.61,0.49,0.48,0.19,0.19,0.09,0.2,0.06,0.4,1.0,0.15,0.97,0.52,0.5,0.48
jcache.csv,0.53,0.4,0.27,0.57,0.25,0.62,0.48,0.57,0.24,0.26,0.12,0.26,0.12,0.5,0.9,0.2,0.96,0.68,0.53,0.82
ktc.csv,0.67,0.56,0.23,0.67,0.31,0.66,0.52,0.59,0.33,0.23,0.26,0.22,0.11,0.46,0.87,0.23,0.97,0.67,0.62,0.94
moast.csv,0.22,0.23,0.2,0.49,0.26,0.62,0.55,0.55,0.22,0.19,0.04,0.15,0.02,0.39,1.0,0.14,0.96,0.25,0.4,0.41
natpad.csv,0.6,0.38,0.12,0.67,0.28,0.7,0.62,0.53,0.21,0.25,0.15,0.18,0.04,0.37,0.85,0.14,0.95,0.86,0.6,0.71
nebuladevice.csv,0.39,0.27,0.33,0.38,0.25,1.0,0.48,0.47,0.09,0.0,0.06,0.33,0.03,0.19,0.85,0.11,1.0,0.74,0.0,0.24
nosleepsoftware.csv,0.17,0.26,0.55,0.25,0.0,0.85,0.43,0.7,0.0,0.0,0.06,0.33,0.0,0.0,0.18,0.2,1.0,0.5,0.14,0.71
pixel-commandos.csv,0.66,0.55,0.0,0.67,0.25,0.62,0.76,0.65,0.26,0.22,0.5,0.27,0.44,0.43,0.98,0.29,0.95,0.0,0.88,0.86
riff-evolve.csv,0.62,0.5,0.0,0.67,0.28,0.61,0.63,0.73,0.38,0.26,0.38,0.17,0.16,0.5,0.91,0.18,1.0,0.81,0.6,0.74
rosegarden.csv,0.56,0.58,0.28,0.65,0.33,0.66,0.57,0.58,0.28,0.22,0.16,0.22,0.13,0.5,0.74,0.23,0.97,0.52,0.54,0.75
smarttag.csv,0.57,0.42,0.1,0.61,0.46,0.61,0.58,0.63,0.2,0.21,0.15,0.22,0.08,0.45,0.62,0.12,0.93,0.7,0.79,0.69
wxcode.csv,0.68,0.58,0.45,0.65,0.0,0.63,0.43,0.52,0.32,0.43,0.33,0.25,0.12,0.64,0.5,0.31,0.98,0.4,0.6,0.76
xined.csv,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.0,0.66
zemljanka.csv,0.4,0.28,0.28,0.48,0.31,0.64,0.58,0.5,0.18,0.16,0.08,0.19,0.06,0.45,0.91,0.15,1.0,0.63,0.41,0.45
