,selenium.csv,cities3d.csv,levent.csv,xemeiah.csv,bwapi.csv,img-browse-sort.csv,somap.csv,pnotepad.csv
bwapi.csv,0.49,0.34,0.46,0.58,0.63,0.29,0.35,0.39
cities3d.csv,0.82,0.59,0.0,0.92,0.8,0.89,0.49,0.6
img-browse-sort.csv,0.47,0.36,0.47,0.52,0.65,0.64,0.36,0.43
levent.csv,0.47,0.49,0.44,0.48,0.53,0.59,0.36,0.77
pnotepad.csv,0.4,0.4,0.43,0.45,0.64,0.31,0.37,0.42
selenium.csv,0.42,0.38,0.38,0.4,0.46,0.47,0.31,0.48
somap.csv,0.44,0.34,0.46,0.41,0.49,0.34,0.38,0.39
xemeiah.csv,0.43,0.55,0.43,0.52,0.48,0.32,0.36,0.5
