,plearn.csv,pclasses.csv,re2c.csv,tzod.csv,psrchive.csv,liferea.csv,aubit4gl.csv,opensim4opencog.csv,thrust.csv,yaprm.csv,bionote.csv,rebecca-aiml.csv,arm-webradio.csv
arm-webradio.csv,0.66,0.75,0.75,0.82,0.62,0.56,0.95,0.95,0.83,0.64,0.8,0.85,0.71
aubit4gl.csv,0.61,0.63,0.67,0.55,0.66,0.64,0.53,0.72,0.88,0.52,0.48,0.56,0.94
bionote.csv,0.0,0.0,0.0,0.0,0.5,0.75,0.75,0.91,0.0,0.75,0.83,0.86,0.95
liferea.csv,0.54,0.83,0.6,0.55,0.58,0.82,0.38,0.49,0.5,0.71,0.53,0.56,0.44
opensim4opencog.csv,0.93,0.91,0.5,0.8,0.93,0.75,0.42,0.95,0.75,0.88,0.89,0.86,0.84
pclasses.csv,0.92,0.86,0.86,0.86,0.85,0.0,0.6,0.96,0.0,0.86,0.93,0.74,0.73
plearn.csv,0.74,0.84,0.64,0.68,0.62,0.62,0.46,0.74,0.75,0.44,0.89,0.69,0.76
psrchive.csv,0.91,0.8,0.67,0.91,0.92,0.86,0.47,0.96,0.0,0.83,0.64,0.94,0.82
re2c.csv,0.57,0.68,0.8,0.92,0.64,0.75,0.57,0.0,0.8,0.62,0.91,0.93,0.98
rebecca-aiml.csv,0.66,0.88,0.89,0.72,0.88,0.48,0.35,0.71,0.67,0.87,0.53,0.66,0.6
thrust.csv,0.92,0.87,0.6,0.9,0.92,0.63,0.41,0.95,0.83,0.9,0.88,0.85,0.69
tzod.csv,0.53,0.92,0.67,0.58,0.68,0.42,0.36,0.43,0.0,0.52,0.46,0.6,0.56
yaprm.csv,0.58,0.78,0.54,0.62,0.57,0.92,0.52,0.74,0.68,0.53,0.87,0.74,0.81
