,plearn.csv,pclasses.csv,re2c.csv,tzod.csv,psrchive.csv,liferea.csv,aubit4gl.csv,opensim4opencog.csv,thrust.csv,yaprm.csv,bionote.csv,rebecca-aiml.csv,arm-webradio.csv
arm-webradio.csv,0.22,0.38,0.27,0.35,0.43,0.3,0.25,0.21,0.11,0.42,0.25,0.14,0.0
aubit4gl.csv,0.42,0.43,0.45,0.42,0.47,0.43,0.0,0.53,0.06,0.63,0.52,0.73,0.1
bionote.csv,0.0,0.0,0.0,0.0,0.0,0.07,0.04,0.05,0.02,0.05,0.0,0.02,0.1
liferea.csv,0.23,0.11,0.18,0.23,0.27,0.0,0.44,0.25,0.04,0.18,0.27,0.11,0.24
opensim4opencog.csv,0.04,0.2,0.04,0.04,0.16,0.16,0.44,0.0,0.09,0.13,0.13,0.15,0.23
pclasses.csv,0.08,0.0,0.12,0.12,0.11,0.0,0.19,0.14,0.0,0.0,0.23,0.08,0.04
plearn.csv,0.0,0.29,0.2,0.4,0.28,0.45,0.67,0.38,0.04,0.55,0.15,0.22,0.46
psrchive.csv,0.03,0.09,0.04,0.17,0.0,0.14,0.56,0.1,0.0,0.08,0.19,0.03,0.22
re2c.csv,0.21,0.39,0.0,0.15,0.21,0.09,0.46,0.01,0.06,0.37,0.17,0.04,0.42
rebecca-aiml.csv,0.17,0.11,0.16,0.38,0.19,0.5,0.92,0.31,0.06,0.24,0.56,0.0,0.7
thrust.csv,0.03,0.27,0.25,0.35,0.15,0.34,0.75,0.12,0.02,0.11,0.31,0.08,0.32
tzod.csv,0.42,0.21,0.18,0.0,0.43,0.7,0.83,0.52,0.0,0.45,0.56,0.39,0.58
yaprm.csv,0.46,0.32,0.71,0.48,0.36,0.23,0.35,0.5,0.49,0.0,0.23,0.45,0.54
