,x4x.csv,graphmak.csv,rectracker.csv,pdfedit.csv,wxlua.csv,jruby.csv
graphmak.csv,0.55,0.72,0.27,0.7,0.55,0.45
jruby.csv,0.57,0.28,0.7,0.09,0.09,0.75
pdfedit.csv,0.24,0.48,0.66,0.79,0.39,0.44
rectracker.csv,1.0,0.88,0.84,0.93,0.86,0.99
wxlua.csv,0.4,0.64,0.54,0.7,0.75,0.34
x4x.csv,0.76,0.8,0.32,0.81,0.47,0.94
