,x4x.csv,graphmak.csv,rectracker.csv,pdfedit.csv,wxlua.csv,jruby.csv
graphmak.csv,0.64,0.67,0.42,0.62,0.69,0.59
jruby.csv,0.71,0.29,0.74,0.17,0.16,0.83
pdfedit.csv,0.36,0.38,0.67,0.75,0.55,0.58
rectracker.csv,0.88,0.5,0.89,0.67,0.9,0.93
wxlua.csv,0.55,0.45,0.66,0.57,0.84,0.49
x4x.csv,0.81,0.5,0.43,0.61,0.62,0.9
