,x4x.csv,graphmak.csv,rectracker.csv,pdfedit.csv,wxlua.csv,jruby.csv
graphmak.csv,0.52,0.73,0.32,0.63,0.54,0.44
jruby.csv,0.61,0.32,0.68,0.11,0.11,0.71
pdfedit.csv,0.28,0.46,0.57,0.76,0.43,0.46
rectracker.csv,0.0,0.37,0.85,0.47,0.69,0.0
wxlua.csv,0.44,0.55,0.58,0.52,0.68,0.37
x4x.csv,0.72,0.55,0.35,0.41,0.49,0.21
