,x4x.csv,graphmak.csv,rectracker.csv,pdfedit.csv,wxlua.csv,jruby.csv
graphmak.csv,0.77,0.62,1.0,0.56,0.92,0.84
jruby.csv,0.92,0.3,0.8,0.8,0.89,0.92
pdfedit.csv,0.77,0.31,0.69,0.71,0.94,0.86
rectracker.csv,0.78,0.35,0.94,0.53,0.94,0.87
wxlua.csv,0.85,0.35,0.86,0.48,0.94,0.84
x4x.csv,0.86,0.36,0.64,0.49,0.93,0.87
