,x4x.csv,graphmak.csv,rectracker.csv,pdfedit.csv,wxlua.csv,jruby.csv
graphmak.csv,0.43,0.48,0.93,0.56,0.69,0.6
jruby.csv,0.42,0.78,0.43,0.8,0.89,0.57
pdfedit.csv,0.92,0.56,0.44,0.48,0.64,0.83
rectracker.csv,0.33,0.44,0.44,0.38,0.54,0.44
wxlua.csv,0.7,0.57,0.69,0.44,0.53,0.67
x4x.csv,0.43,0.45,0.86,0.4,0.66,0.47
