,x4x.csv,graphmak.csv,rectracker.csv,pdfedit.csv,wxlua.csv,jruby.csv
graphmak.csv,0.74,0.37,0.73,0.63,0.68,0.8
jruby.csv,0.46,0.8,0.48,0.91,0.92,0.49
pdfedit.csv,0.8,0.78,0.72,0.39,0.66,0.74
rectracker.csv,1.0,0.9,0.2,0.84,0.64,1.0
wxlua.csv,0.65,0.74,0.5,0.8,0.56,0.78
x4x.csv,0.48,0.79,0.77,0.88,0.65,0.95
