,qgo.csv,firebird.csv,nosleepsoftware.csv,rezilla.csv,yield.csv,riff-evolve.csv,virtuoso.csv,open-ms.csv,uwom.csv,jmule.csv
firebird.csv,4.0,0.0,22.0,15.0,0.0,0.0,15.0,24.0,1.0,1.0
jmule.csv,4.0,0.0,16.0,4.0,2.0,0.0,7.0,21.0,6.0,0.0
nosleepsoftware.csv,2.0,3.0,5.0,58.0,1.0,1.0,0.0,6.0,118.0,2.0
open-ms.csv,1.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,1.0,4.0
qgo.csv,0.0,0.0,0.0,1.0,1.0,1.0,3.0,8.0,38.0,6.0
rezilla.csv,7.0,0.0,1.0,0.0,13.0,0.0,12.0,18.0,41.0,2.0
riff-evolve.csv,2.0,0.0,62.0,1.0,0.0,0.0,2.0,3.0,1.0,52.0
uwom.csv,1.0,1.0,62.0,0.0,0.0,2.0,0.0,15.0,4.0,0.0
virtuoso.csv,7.0,0.0,1.0,0.0,8.0,0.0,0.0,24.0,41.0,7.0
yield.csv,1.0,0.0,12.0,2.0,0.0,0.0,4.0,9.0,0.0,7.0
