,f1,g,recall,precision,pf,wins
acdk.csv,0.45,0.57,0.53,0.54,0.22,14
auber.csv,0.51,0.48,0.76,0.36,0.73,9
cortex-vfx.csv,0.42,0.52,0.49,0.45,0.27,11
empserver.csv,0.38,0.57,0.67,0.37,0.54,10
flylegacy.csv,0.48,0.59,0.64,0.5,0.45,13
galaxium.csv,0.46,0.6,0.6,0.59,0.31,16
growl-for-windows.csv,0.14,0.05,0.09,0.29,0.0,0
k3d.csv,0.26,0.25,0.21,0.41,0.16,2
libarchive.csv,0.56,0.65,0.73,0.49,0.49,15
linux-ntfs.csv,0.44,0.5,0.64,0.33,0.64,6
m-a-d-n-e-s-s.csv,0.41,0.48,0.46,0.55,0.18,12
novembre.csv,0.32,0.28,0.24,0.48,0.23,4
qtwin.csv,0.14,0.15,0.12,0.33,0.07,1
st-filteredstatistics.csv,0.48,0.44,0.93,0.32,0.86,7
tweetsharp.csv,0.31,0.4,0.53,0.28,0.54,3
unladen-swallow.csv,0.35,0.4,0.36,0.46,0.26,8
wishmaster.csv,0.22,0.34,0.31,0.5,0.21,5
