,unladen-swallow.csv,flylegacy.csv,gotjava.csv,novembre.csv,k3d.csv,qtwin.csv,empserver.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,acdk.csv,galaxium.csv,auber.csv,cortex-vfx.csv,duplicati.csv,linux-ntfs.csv,growl-for-windows.csv,tweetsharp.csv,libarchive.csv
acdk.csv,0.4,0.45,0.32,0.22,0.16,0.32,0.15,0.2,0.15,0.33,0.2,0.18,0.31,0.66,0.0,0.55,0.11,0.2,0.31
auber.csv,1.0,0.73,1.0,0.57,0.85,1.0,0.36,0.59,0.92,0.77,1.0,0.56,0.27,0.5,1.0,0.86,0.72,0.53,0.51
cortex-vfx.csv,0.34,0.27,0.54,0.28,0.24,0.27,0.15,0.16,0.46,0.38,0.19,0.21,0.33,0.23,0.0,0.52,0.11,0.4,0.29
empserver.csv,0.55,0.73,0.98,0.52,0.36,0.52,0.27,0.54,0.23,0.65,0.56,0.28,0.62,0.82,0.0,0.9,0.33,0.6,0.5
flylegacy.csv,0.45,0.36,0.89,0.52,0.22,0.23,0.03,0.7,0.62,0.9,0.26,0.6,0.4,0.36,1.0,0.76,0.33,0.73,0.13
galaxium.csv,0.31,0.59,0.36,0.55,0.34,0.31,0.21,0.43,0.31,0.18,0.19,0.18,0.24,0.44,0.0,0.48,0.17,0.47,0.04
growl-for-windows.csv,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.64,0.62,0.0,0.0,0.07,0.07,0.0,1.0,0.03,0.17,0.53,0.0
k3d.csv,0.16,0.23,0.01,0.4,0.16,0.11,0.73,0.31,0.46,0.13,0.0,0.22,0.27,0.08,0.0,0.38,0.06,0.13,0.37
libarchive.csv,0.4,0.59,0.5,0.68,0.61,0.37,0.64,0.48,0.46,0.33,0.36,0.34,0.49,0.51,0.0,0.76,0.56,0.6,0.19
linux-ntfs.csv,0.45,0.64,0.75,0.68,0.62,0.06,0.33,0.7,0.85,0.88,0.72,0.52,0.45,0.17,1.0,0.38,0.89,0.67,0.4
m-a-d-n-e-s-s.csv,0.31,0.5,0.62,0.3,0.2,0.17,0.82,0.0,0.0,0.18,0.14,0.09,0.13,0.17,0.0,0.14,0.28,0.27,0.5
novembre.csv,0.31,0.32,0.36,0.2,0.25,0.14,0.64,0.02,0.15,0.23,0.35,0.07,0.04,0.11,0.0,0.31,0.11,0.27,0.68
qtwin.csv,0.04,0.09,0.05,0.0,0.08,0.09,0.0,0.05,0.23,0.03,0.1,0.07,0.07,0.61,0.0,0.21,0.06,0.13,0.0
st-filteredstatistics.csv,0.78,1.0,0.99,0.98,0.72,0.66,0.58,0.92,0.23,0.9,0.86,0.86,0.42,0.99,1.0,0.83,0.94,0.6,0.38
tweetsharp.csv,0.76,0.05,0.37,0.57,0.39,0.78,0.09,0.93,1.0,0.45,0.54,0.67,0.65,0.47,1.0,0.31,0.61,0.27,0.09
unladen-swallow.csv,0.19,0.27,0.09,0.5,0.3,0.22,0.58,0.33,0.23,0.27,0.23,0.28,0.15,0.26,0.0,0.0,0.28,0.33,0.19
wishmaster.csv,0.16,0.55,0.2,0.35,0.28,0.34,0.21,0.26,0.23,0.18,0.21,0.44,0.16,0.23,0.0,0.0,0.44,0.13,0.01
