,recall,precision,pf,pci_20,ifa,wins
acdk.csv,0.53,0.54,0.22,0.57,2.0,13
auber.csv,0.76,0.36,0.73,0.47,2.0,4
cortex-vfx.csv,0.49,0.45,0.27,0.61,1.0,15
empserver.csv,0.67,0.37,0.54,0.45,2.0,5
flylegacy.csv,0.64,0.5,0.45,0.46,1.0,14
galaxium.csv,0.6,0.59,0.31,0.46,1.0,16
growl-for-windows.csv,0.09,0.29,0.0,0.33,3.0,0
k3d.csv,0.21,0.41,0.16,0.75,3.0,6
libarchive.csv,0.73,0.49,0.49,0.38,2.0,8
linux-ntfs.csv,0.64,0.33,0.64,0.44,3.0,1
m-a-d-n-e-s-s.csv,0.46,0.55,0.18,0.63,3.0,11
novembre.csv,0.24,0.48,0.23,0.61,2.0,10
qtwin.csv,0.12,0.33,0.07,0.8,2.0,9
st-filteredstatistics.csv,0.93,0.32,0.86,0.39,2.0,3
tweetsharp.csv,0.53,0.28,0.54,0.57,3.0,2
unladen-swallow.csv,0.36,0.46,0.26,0.5,2.0,7
wishmaster.csv,0.31,0.5,0.21,0.65,2.0,12
