,unladen-swallow.csv,flylegacy.csv,gotjava.csv,novembre.csv,k3d.csv,qtwin.csv,empserver.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,acdk.csv,galaxium.csv,auber.csv,cortex-vfx.csv,duplicati.csv,linux-ntfs.csv,growl-for-windows.csv,tweetsharp.csv,libarchive.csv
acdk.csv,0.32,0.75,0.0,0.5,0.24,0.01,0.45,0.14,0.29,0.59,0.68,0.45,0.53,0.38,0.39,0.62,0.27,0.68,0.57
auber.csv,0.2,0.64,0.0,0.51,0.24,0.0,0.52,0.18,0.84,0.42,0.33,0.38,0.79,0.4,0.95,0.6,0.66,0.77,0.56
cortex-vfx.csv,0.32,0.61,0.0,0.42,0.36,0.01,0.33,0.22,0.59,0.45,0.29,0.44,0.62,0.44,0.39,0.61,0.27,0.61,0.52
empserver.csv,0.27,0.83,0.0,0.5,0.23,0.01,0.66,0.16,0.32,0.49,0.51,0.36,0.62,0.37,0.27,0.67,0.38,0.69,0.56
flylegacy.csv,0.27,0.81,0.0,0.5,0.36,0.02,0.36,0.27,0.79,0.48,0.61,0.31,0.65,0.43,0.73,0.63,0.69,0.8,0.47
galaxium.csv,0.35,0.78,0.0,0.46,0.2,0.01,0.38,0.3,0.75,0.59,0.65,0.74,0.57,0.41,0.68,0.57,0.41,0.39,0.58
growl-for-windows.csv,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.37,0.84,0.21,0.0,0.14,0.18,0.0,0.95,0.2,0.84,0.51,0.08
k3d.csv,0.18,0.32,0.0,0.32,0.59,0.01,0.67,0.26,0.2,0.26,0.0,0.39,0.48,0.21,0.24,0.36,0.0,0.27,0.55
libarchive.csv,0.33,0.75,0.01,0.47,0.29,0.01,0.57,0.31,0.77,0.55,0.62,0.62,0.56,0.43,0.88,0.57,0.56,0.58,0.65
linux-ntfs.csv,0.31,0.74,0.01,0.44,0.17,0.01,0.43,0.25,0.77,0.36,0.47,0.37,0.62,0.3,0.88,0.65,0.58,0.68,0.57
m-a-d-n-e-s-s.csv,0.33,0.72,0.01,0.41,0.17,0.02,0.63,0.0,0.14,0.67,0.53,0.49,0.44,0.41,0.34,0.57,0.26,0.23,0.66
novembre.csv,0.34,0.7,0.0,0.52,0.15,0.03,0.59,0.0,0.29,0.27,0.55,0.22,0.32,0.19,0.34,0.57,0.23,0.47,0.61
qtwin.csv,0.09,0.14,0.0,0.24,0.27,0.05,0.0,0.11,0.21,0.2,0.21,0.09,0.46,0.39,0.22,0.44,0.1,0.04,0.0
st-filteredstatistics.csv,0.24,0.83,0.0,0.43,0.13,0.01,0.62,0.31,0.86,0.48,0.47,0.47,0.73,0.36,0.95,0.65,0.77,0.71,0.64
tweetsharp.csv,0.16,0.25,0.0,0.35,0.28,0.0,0.19,0.31,0.82,0.35,0.21,0.38,0.53,0.4,0.85,0.16,0.69,0.85,0.04
unladen-swallow.csv,0.3,0.47,0.0,0.37,0.2,0.01,0.45,0.26,0.53,0.29,0.51,0.45,0.21,0.35,0.29,0.14,0.42,0.38,0.54
wishmaster.csv,0.22,0.5,0.02,0.19,0.05,0.01,0.35,0.54,0.17,0.53,0.57,0.26,0.21,0.29,0.6,0.21,0.53,0.09,0.21
