,unladen-swallow.csv,flylegacy.csv,gotjava.csv,novembre.csv,k3d.csv,qtwin.csv,empserver.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,acdk.csv,galaxium.csv,auber.csv,cortex-vfx.csv,duplicati.csv,linux-ntfs.csv,growl-for-windows.csv,tweetsharp.csv,libarchive.csv
acdk.csv,41.0,0.0,490.0,0.0,6.0,419.0,0.0,6.0,0.0,2.0,3.0,7.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0
auber.csv,3.0,2.0,379.0,2.0,0.0,1950.0,1.0,22.0,0.0,4.0,5.0,2.0,1.0,20.0,0.0,0.0,0.0,0.0,3.0
cortex-vfx.csv,19.0,1.0,490.0,1.0,9.0,341.0,0.0,0.0,2.0,2.0,8.0,11.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0
empserver.csv,2.0,0.0,370.0,3.0,0.0,809.0,0.0,6.0,0.0,3.0,16.0,3.0,1.0,11.0,0.0,0.0,1.0,0.0,4.0
flylegacy.csv,1.0,0.0,490.0,1.0,9.0,301.0,0.0,6.0,0.0,4.0,0.0,7.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0
galaxium.csv,6.0,1.0,490.0,0.0,8.0,285.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0,1.0,0.0
growl-for-windows.csv,2958.0,84.0,490.0,3.0,205.0,2488.0,68.0,7.0,0.0,0.0,367.0,1.0,2.0,355.0,0.0,1.0,0.0,1.0,0.0
k3d.csv,33.0,2.0,490.0,2.0,3.0,239.0,0.0,0.0,1.0,8.0,367.0,9.0,5.0,2.0,0.0,0.0,53.0,0.0,5.0
libarchive.csv,23.0,2.0,150.0,3.0,18.0,434.0,0.0,0.0,0.0,2.0,1.0,4.0,0.0,6.0,0.0,2.0,1.0,1.0,1.0
linux-ntfs.csv,25.0,1.0,265.0,2.0,30.0,25.0,0.0,13.0,3.0,3.0,34.0,10.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0
m-a-d-n-e-s-s.csv,12.0,0.0,195.0,3.0,17.0,108.0,1.0,74.0,0.0,3.0,0.0,3.0,0.0,6.0,0.0,2.0,3.0,0.0,5.0
novembre.csv,17.0,0.0,490.0,1.0,5.0,96.0,0.0,74.0,0.0,5.0,10.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0
qtwin.csv,7.0,1.0,490.0,0.0,0.0,27.0,68.0,0.0,3.0,0.0,2.0,1.0,0.0,11.0,0.0,3.0,1.0,2.0,116.0
st-filteredstatistics.csv,0.0,2.0,373.0,5.0,42.0,1136.0,1.0,15.0,0.0,3.0,4.0,6.0,1.0,12.0,0.0,0.0,0.0,0.0,2.0
tweetsharp.csv,2.0,1.0,490.0,6.0,28.0,1639.0,1.0,14.0,0.0,7.0,3.0,5.0,1.0,10.0,0.0,1.0,0.0,0.0,6.0
unladen-swallow.csv,5.0,1.0,490.0,5.0,2.0,418.0,2.0,4.0,0.0,1.0,18.0,3.0,0.0,5.0,0.0,0.0,0.0,1.0,5.0
wishmaster.csv,35.0,3.0,30.0,5.0,4.0,511.0,0.0,0.0,2.0,2.0,8.0,5.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0
