,unladen-swallow.csv,flylegacy.csv,gotjava.csv,novembre.csv,k3d.csv,qtwin.csv,empserver.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,acdk.csv,galaxium.csv,auber.csv,cortex-vfx.csv,duplicati.csv,linux-ntfs.csv,growl-for-windows.csv,tweetsharp.csv,libarchive.csv
acdk.csv,0.77,0.7,0.0,0.53,0.27,1.0,0.33,0.14,0.18,0.76,0.76,0.43,0.45,0.81,0.24,0.73,0.17,0.55,0.57
auber.csv,0.99,0.59,1.0,0.87,0.8,1.0,0.47,0.36,0.95,0.76,0.7,0.57,0.79,0.7,0.91,0.85,0.67,0.74,0.67
cortex-vfx.csv,0.69,0.48,0.0,0.47,0.53,0.83,0.22,0.21,0.49,0.56,0.25,0.43,0.57,0.52,0.24,0.69,0.17,0.5,0.49
empserver.csv,0.82,0.89,1.0,0.8,0.4,1.0,0.61,0.29,0.21,0.84,0.82,0.37,0.67,0.9,0.16,1.0,0.28,0.64,0.65
flylegacy.csv,0.7,0.76,0.0,0.8,0.5,1.0,0.22,0.64,0.79,1.0,0.72,0.46,0.64,0.64,0.59,0.85,0.61,0.83,0.37
galaxium.csv,0.7,0.78,0.0,0.73,0.33,0.83,0.28,0.5,0.67,0.6,0.71,0.86,0.48,0.68,0.52,0.62,0.28,0.29,0.43
growl-for-windows.csv,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.86,0.87,0.12,0.0,0.09,0.1,0.0,0.91,0.12,0.78,0.4,0.04
k3d.csv,0.21,0.21,0.0,0.4,0.8,0.17,0.83,0.36,0.13,0.2,0.0,0.37,0.39,0.16,0.14,0.31,0.0,0.17,0.57
libarchive.csv,0.79,0.73,1.0,0.87,0.77,0.83,0.64,0.57,0.72,0.68,0.84,0.83,0.55,0.78,0.79,0.73,0.5,0.5,0.61
linux-ntfs.csv,0.81,0.71,1.0,0.8,0.43,0.17,0.36,0.57,0.79,0.68,0.86,0.51,0.61,0.29,0.79,0.69,0.58,0.64,0.61
m-a-d-n-e-s-s.csv,0.66,0.67,1.0,0.47,0.2,0.83,0.81,0.0,0.08,0.72,0.49,0.4,0.31,0.42,0.21,0.46,0.17,0.14,0.84
novembre.csv,0.69,0.6,0.0,0.53,0.2,0.83,0.67,0.0,0.18,0.24,0.72,0.14,0.19,0.14,0.21,0.54,0.14,0.33,0.86
qtwin.csv,0.06,0.08,0.0,0.13,0.23,1.0,0.0,0.07,0.13,0.12,0.15,0.06,0.31,0.77,0.12,0.35,0.06,0.02,0.0
st-filteredstatistics.csv,0.96,0.95,1.0,1.0,0.37,1.0,0.69,0.93,0.82,1.0,0.95,0.97,0.78,1.0,0.91,0.92,0.92,0.67,0.71
tweetsharp.csv,0.61,0.14,0.0,0.53,0.53,0.5,0.11,0.93,0.92,0.44,0.27,0.63,0.55,0.66,0.76,0.12,0.69,0.81,0.02
unladen-swallow.csv,0.44,0.33,0.0,0.53,0.3,0.5,0.44,0.36,0.38,0.28,0.53,0.49,0.13,0.42,0.17,0.08,0.31,0.26,0.47
wishmaster.csv,0.27,0.4,1.0,0.2,0.07,0.83,0.25,0.79,0.1,0.52,0.6,0.31,0.13,0.31,0.43,0.12,0.44,0.05,0.12
