,etics.csv,mcore3d.csv,kvs.csv,ogrehg.csv,genecys.csv,boost.csv,projecteqemu.csv,kftpgrabber.csv
boost.csv,7.0,0.0,6.0,2.0,0.0,0.0,0.0,6.0
etics.csv,0.0,0.0,7.0,1.0,0.0,0.0,3.0,7.0
genecys.csv,0.0,1.0,13.0,1.0,0.0,1.0,0.0,24.0
kftpgrabber.csv,5.0,1.0,0.0,5.0,0.0,11.0,0.0,0.0
kvs.csv,0.0,0.0,0.0,8.0,0.0,1.0,0.0,1.0
mcore3d.csv,6.0,0.0,13.0,1.0,0.0,2.0,3.0,5.0
ogrehg.csv,0.0,1.0,9.0,0.0,1.0,0.0,0.0,7.0
projecteqemu.csv,0.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0
