,etics.csv,mcore3d.csv,kvs.csv,ogrehg.csv,genecys.csv,boost.csv,projecteqemu.csv,kftpgrabber.csv
boost.csv,0.31,0.35,0.36,0.43,0.44,0.01,0.64,0.42
etics.csv,0.0,0.18,0.14,0.07,0.33,0.08,0.29,0.19
genecys.csv,0.9,0.88,0.64,1.0,0.0,0.97,0.6,1.0
kftpgrabber.csv,0.19,0.12,0.16,0.09,0.33,0.39,0.42,0.0
kvs.csv,0.36,0.07,0.0,0.16,0.44,0.25,0.36,0.1
mcore3d.csv,0.33,0.0,0.55,0.4,0.56,0.65,0.56,0.52
ogrehg.csv,0.1,0.3,0.34,0.03,0.44,0.15,0.51,0.42
projecteqemu.csv,0.14,0.23,0.12,0.09,0.22,0.11,0.02,0.21
