,etics.csv,mcore3d.csv,kvs.csv,ogrehg.csv,genecys.csv,boost.csv,projecteqemu.csv,kftpgrabber.csv
boost.csv,0.49,0.58,0.65,0.6,0.66,0.03,0.71,0.58
etics.csv,0.0,0.76,0.76,0.9,0.66,0.87,0.51,0.89
genecys.csv,0.9,0.88,0.76,1.0,0.0,0.97,0.7,1.0
kftpgrabber.csv,0.57,0.79,0.62,0.78,0.67,0.63,0.56,0.07
kvs.csv,0.58,0.8,0.0,0.79,0.68,0.82,0.49,0.67
mcore3d.csv,0.41,0.02,0.59,0.64,0.68,0.69,0.73,0.57
ogrehg.csv,0.4,0.59,0.57,0.07,0.63,0.64,0.58,0.63
projecteqemu.csv,0.56,0.67,0.81,0.68,0.68,0.81,0.06,0.57
