,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,megameknet.csv,hannosset.csv,v8.csv,ngl.csv,qmmp.csv,qedo.csv
encog-java.csv,4.0,4.0,1.0,0.0,7.0,74.0,0.0,0.0,0.0,4.0
h2database.csv,26.0,1.0,0.0,2.0,12.0,1.0,0.0,0.0,1.0,9.0
hannosset.csv,5.0,3.0,2.0,8.0,0.0,7.0,0.0,0.0,1.0,0.0
jaql.csv,10.0,2.0,0.0,1.0,1.0,74.0,0.0,0.0,0.0,8.0
megameknet.csv,13.0,21.0,1.0,1.0,2.0,15.0,0.0,0.0,9.0,62.0
ngl.csv,58.0,26.0,1.0,1.0,1.0,14.0,0.0,0.0,4.0,0.0
qedo.csv,37.0,419.0,0.0,9.0,6.0,74.0,0.0,0.0,2.0,0.0
qmmp.csv,27.0,10.0,1.0,21.0,0.0,6.0,0.0,0.0,0.0,0.0
raven-monitoring.csv,17.0,56.0,0.0,2.0,0.0,17.0,0.0,0.0,9.0,0.0
v8.csv,8.0,15.0,0.0,1.0,2.0,14.0,0.0,0.0,2.0,0.0
