,recall,precision,pf,pci_20,ifa,wins
encog-java.csv,0.1,0.44,0.035,0.925,2.5,9
h2database.csv,0.48,0.47,0.245,0.56,1.0,8
hannosset.csv,0.215,0.27,0.225,0.905,1.5,4
jaql.csv,0.2,0.485,0.13,0.65,1.0,7
megameknet.csv,0.765,0.435,0.69,0.445,5.5,0
ngl.csv,0.715,0.4,0.575,0.425,1.0,3
qedo.csv,0.15000000000000002,0.27,0.20500000000000002,0.94,4.0,2
qmmp.csv,0.6,0.43000000000000005,0.6000000000000001,0.46,0.5,5
raven-monitoring.csv,0.33999999999999997,0.36,0.33999999999999997,0.71,1.0,6
v8.csv,0.59,0.27,0.595,0.605,1.5,1
