,barracudamvc.csv,openintents.csv,arsenal-1.csv,alembik.csv,ontopia.csv,irplus.csv,lite.csv,mevenide.csv,tweetsharp.csv,ta3d.csv
alembik.csv,0.94,0.9,0.64,0.5,0.9,0.5,0.67,0.91,0.67,0.67
arsenal-1.csv,0.37,0.38,0.56,0.5,0.57,0.85,0.54,0.62,0.37,0.58
barracudamvc.csv,0.38,0.32,0.42,0.32,0.41,0.38,0.36,0.47,0.39,0.48
irplus.csv,0.54,0.58,0.71,0.52,0.94,0.62,0.52,0.63,0.77,0.8
lite.csv,0.94,0.91,0.8,0.64,0.7,0.83,0.67,0.94,0.75,0.75
mevenide.csv,0.78,0.55,0.6,0.46,0.76,0.58,0.61,0.85,0.88,0.53
ontopia.csv,0.57,0.38,0.56,0.42,0.37,0.45,0.85,0.64,0.37,0.41
openintents.csv,0.53,0.55,0.45,0.42,0.55,0.51,0.48,0.53,0.91,0.75
ta3d.csv,0.35,0.3,0.38,0.31,0.38,0.38,0.38,0.43,0.35,0.43
tweetsharp.csv,0.48,0.41,0.46,0.38,0.75,0.5,0.37,0.52,0.46,0.5
