,barracudamvc.csv,openintents.csv,arsenal-1.csv,alembik.csv,mumble.csv,mevenide.csv
alembik.csv,0.73,0.64,0.89,0.0,0.6,0.77
arsenal-1.csv,0.7,0.78,0.04,0.74,0.58,0.67
barracudamvc.csv,0.01,0.95,1.0,0.87,1.0,0.94
mevenide.csv,0.87,0.73,0.85,0.7,0.64,0.01
mumble.csv,0.75,0.93,0.9,0.74,0.08,0.93
openintents.csv,0.87,0.04,0.82,0.58,0.68,0.74
