,barracudamvc.csv,openintents.csv,arsenal-1.csv,alembik.csv,mumble.csv,mevenide.csv
alembik.csv,0.0,0.0,2.0,0.0,2.0,2.0
arsenal-1.csv,0.0,0.0,0.0,4.0,4.0,3.0
barracudamvc.csv,0.0,1.0,2.0,5.0,26.0,0.0
mevenide.csv,0.0,1.0,0.0,2.0,5.0,0.0
mumble.csv,0.0,4.0,2.0,0.0,0.0,5.0
openintents.csv,0.0,0.0,4.0,4.0,11.0,1.0
