,barracudamvc.csv,openintents.csv,arsenal-1.csv,alembik.csv,mumble.csv,mevenide.csv
alembik.csv,0.31,0.39,0.11,1.0,0.4,0.24
arsenal-1.csv,0.57,0.39,0.96,0.27,0.52,0.48
barracudamvc.csv,0.99,0.87,0.93,0.95,1.0,0.97
mevenide.csv,0.49,0.39,0.15,0.32,0.4,1.0
mumble.csv,0.26,0.09,0.11,0.27,0.92,0.07
openintents.csv,0.13,0.96,0.26,0.73,0.36,0.31
