,barracudamvc.csv,openintents.csv,arsenal-1.csv,alembik.csv,mumble.csv,mevenide.csv
alembik.csv,0.53,0.62,0.83,0.45,0.67,0.78
arsenal-1.csv,0.44,0.48,0.54,0.8,0.53,0.54
barracudamvc.csv,0.38,0.29,0.36,0.33,0.39,0.48
mevenide.csv,0.48,0.5,0.8,0.92,0.76,0.8
mumble.csv,0.72,0.88,0.86,0.9,0.61,0.86
openintents.csv,0.94,0.55,0.5,0.44,0.92,0.69
