,barracudamvc.csv,openintents.csv,arsenal-1.csv,alembik.csv,mumble.csv,mevenide.csv
alembik.csv,0.25,0.21,0.1,0.0,0.08,0.12
arsenal-1.csv,0.55,0.48,0.0,0.13,0.32,0.43
barracudamvc.csv,0.0,0.94,1.0,0.87,1.0,0.94
mevenide.csv,0.7,0.39,0.03,0.16,0.23,0.01
mumble.csv,0.1,0.18,0.13,0.13,0.0,0.06
openintents.csv,0.1,0.0,0.35,0.52,0.23,0.26
