,reactos-mirror.csv,critterding.csv,fceugc.csv,ogre.csv,autat.csv,mimosa.csv,alpine.csv,qse.csv,openfrag.csv,uclmda.csv,qdvdauthor.csv,jstock.csv,synergyspace.csv,keyczar.csv,elateportal.csv,sandiaportals.csv,nativeclient.csv,factor.csv,miranda.csv
alpine.csv,0.38,0.44,0.5,0.71,0.68,0.37,0.68,0.42,0.45,0.44,0.93,0.38,0.46,0.43,0.36,0.0,0.5,0.83,0.35
autat.csv,0.99,0.61,0.91,0.93,0.61,0.59,0.75,0.67,0.76,0.37,0.5,0.67,0.58,0.0,0.5,0.62,0.91,0.49,0.38
critterding.csv,0.52,0.61,0.41,0.57,0.37,0.36,0.44,0.58,0.5,0.94,0.43,0.41,0.47,0.81,0.38,0.49,0.52,0.44,0.38
elateportal.csv,0.39,0.46,0.36,0.4,0.34,0.49,0.42,0.49,0.43,0.26,0.39,0.5,0.45,0.42,0.31,0.4,0.73,0.46,0.34
factor.csv,0.99,0.94,0.83,0.8,0.83,0.67,0.76,0.62,0.83,0.75,0.83,0.75,0.55,0.0,0.5,0.39,0.93,0.51,0.39
fceugc.csv,0.43,0.53,0.56,0.59,0.4,0.71,0.4,0.59,0.58,0.57,0.38,0.37,0.71,0.44,0.36,0.43,0.51,0.48,0.34
jstock.csv,0.4,0.61,0.69,0.45,0.4,0.61,0.55,0.65,0.52,0.8,0.35,0.57,0.72,0.69,0.59,0.6,0.96,0.5,0.46
keyczar.csv,0.6,0.67,0.9,0.56,0.0,0.0,0.9,0.94,0.92,0.5,0.91,0.5,0.9,0.44,0.31,0.92,0.78,0.93,0.97
mimosa.csv,0.49,0.48,0.5,0.49,0.35,0.56,0.54,0.47,0.52,0.26,0.47,0.36,0.55,0.44,0.3,0.39,0.51,0.72,0.46
miranda.csv,0.0,0.0,0.52,0.7,0.0,0.5,0.46,0.0,0.86,0.9,0.73,0.0,0.82,0.71,0.33,0.39,0.0,0.8,0.38
nativeclient.csv,0.41,0.46,0.44,0.48,0.42,0.57,0.47,0.41,0.44,0.33,0.38,0.42,0.69,0.5,0.83,0.4,0.57,0.48,0.38
ogre.csv,0.51,0.52,0.46,0.45,0.42,0.62,0.44,0.63,0.55,0.28,0.46,0.33,0.62,0.45,0.3,0.49,0.52,0.66,0.77
openfrag.csv,0.99,0.58,0.52,0.89,0.4,0.45,0.62,0.62,0.52,0.65,0.42,0.47,0.5,0.0,0.37,0.39,0.69,0.44,0.35
qdvdauthor.csv,0.43,0.57,0.59,0.77,0.46,0.66,0.56,0.43,0.53,0.37,0.42,0.93,0.73,0.94,0.88,0.4,0.55,0.9,0.53
qse.csv,0.63,0.69,0.55,0.75,0.8,0.41,0.5,0.51,0.47,0.32,0.55,0.5,0.56,0.75,0.8,0.42,0.77,0.42,0.36
reactos-mirror.csv,0.56,0.56,0.41,0.61,0.42,0.48,0.58,0.43,0.49,0.37,0.42,0.34,0.38,0.94,0.29,0.39,0.49,0.71,0.35
sandiaportals.csv,0.63,0.55,0.56,0.92,0.41,0.42,0.69,0.44,0.55,0.27,0.42,0.83,0.66,0.89,0.0,0.44,0.66,0.49,0.39
synergyspace.csv,0.99,0.6,0.88,0.98,0.62,0.68,0.89,0.59,0.72,0.39,0.93,0.5,0.67,0.89,0.8,0.93,0.77,0.8,0.97
uclmda.csv,0.99,0.88,0.83,0.92,0.94,0.75,0.83,0.88,0.94,0.27,0.75,0.75,0.63,0.64,0.67,0.93,0.75,0.56,0.96
