,pclasses.csv,tzod.csv,psrchive.csv,liferea.csv,atlc.csv,theresa.csv,pfaedit.csv,opensim4opencog.csv,thrust.csv,yaprm.csv,tktoolkit.csv,miranda-icq.csv,aten.csv,adobe-source.csv,ipfilter.csv
adobe-source.csv,0.2,0.41,0.67,0.33,0.0,0.25,0.86,0.07,0.0,0.67,0.5,0.44,1.0,1.0,1.0
atlc.csv,0.22,0.51,0.18,0.26,1.0,0.08,0.67,0.15,0.22,0.55,0.13,0.28,1.0,0.22,0.67
ipfilter.csv,0.16,0.24,0.16,0.24,0.46,0.04,0.6,0.13,0.29,0.46,0.14,0.29,0.99,0.18,1.0
liferea.csv,0.25,0.42,0.22,1.0,1.0,0.43,0.76,0.26,0.0,0.45,0.24,0.28,1.0,0.31,0.56
miranda-icq.csv,0.0,0.43,0.29,0.33,0.83,0.14,0.83,0.18,0.25,0.33,0.09,1.0,1.0,0.29,0.92
opensim4opencog.csv,0.08,0.67,0.21,0.5,0.5,0.08,0.79,1.0,0.0,0.57,0.11,0.23,1.0,0.21,0.79
pclasses.csv,1.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.33,0.0
pfaedit.csv,0.17,0.45,0.19,0.24,0.77,0.12,1.0,0.16,0.0,0.47,0.15,0.26,1.0,0.28,0.68
psrchive.csv,0.27,0.25,1.0,0.33,1.0,0.11,0.0,0.23,0.0,0.64,0.25,0.38,1.0,0.11,0.83
theresa.csv,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
thrust.csv,0.0,0.17,0.09,0.17,0.52,0.1,0.63,0.1,1.0,0.5,0.13,0.24,1.0,0.23,0.69
tktoolkit.csv,0.12,0.33,0.38,0.0,1.0,0.0,0.5,0.0,0.47,0.45,1.0,0.23,1.0,0.2,0.73
tzod.csv,0.38,1.0,0.22,0.24,0.75,0.14,0.72,0.13,0.0,0.59,0.12,0.22,1.0,0.31,0.64
yaprm.csv,0.2,0.44,0.22,0.11,0.51,0.06,0.58,0.12,0.26,1.0,0.17,0.22,0.99,0.23,0.59
