,migen.csv,acegisecurity.csv,openxava.csv,motu.csv,irrlicht.csv,truevision.csv,zoolib.csv,emite.csv
acegisecurity.csv,0.6,0.59,0.76,0.66,0.53,0.58,0.46,0.43
emite.csv,0.33,0.39,0.72,0.7,0.26,0.57,0.43,0.68
irrlicht.csv,0.0,0.0,0.0,0.0,0.62,0.0,0.05,0.0
migen.csv,0.75,0.6,0.05,0.77,0.38,0.57,0.4,0.43
motu.csv,0.58,0.64,0.17,0.64,0.52,0.66,0.74,0.59
openxava.csv,0.55,0.21,0.78,0.18,0.35,0.68,0.44,0.34
truevision.csv,0.55,0.67,0.32,0.48,0.6,0.71,0.62,0.56
zoolib.csv,0.48,0.73,0.35,0.69,0.49,0.49,0.68,0.5
