,migen.csv,acegisecurity.csv,openxava.csv,motu.csv,irrlicht.csv,truevision.csv,zoolib.csv,emite.csv
acegisecurity.csv,0.52,0.51,0.52,0.67,0.68,0.59,0.65,0.77
emite.csv,0.72,0.68,0.54,0.61,0.8,0.56,0.65,0.44
irrlicht.csv,1.0,1.0,1.0,1.0,0.66,1.0,0.99,1.0
migen.csv,0.38,0.58,0.99,0.33,0.72,0.5,0.66,0.65
motu.csv,0.76,0.58,0.96,0.45,0.64,0.6,0.49,0.72
openxava.csv,0.71,0.84,0.38,0.88,0.74,0.64,0.74,0.72
truevision.csv,0.51,0.51,0.95,0.67,0.67,0.35,0.51,0.59
zoolib.csv,0.6,0.47,0.75,0.66,0.62,0.59,0.41,0.65
