,migen.csv,acegisecurity.csv,openxava.csv,motu.csv,irrlicht.csv,truevision.csv,zoolib.csv,emite.csv
acegisecurity.csv,0.33,0.28,0.51,0.65,0.49,0.41,0.29,0.5
emite.csv,0.16,0.2,0.51,0.59,0.2,0.34,0.22,0.3
irrlicht.csv,1.0,1.0,1.0,1.0,0.59,1.0,0.99,1.0
migen.csv,0.3,0.41,0.99,0.24,0.29,0.15,0.14,0.22
motu.csv,0.74,0.48,0.96,0.24,0.41,0.54,0.45,0.68
openxava.csv,0.58,0.13,0.33,0.24,0.27,0.62,0.46,0.1
truevision.csv,0.12,0.41,0.9,0.39,0.59,0.15,0.34,0.38
zoolib.csv,0.21,0.41,0.3,0.65,0.31,0.2,0.2,0.4
