,go.csv,yale.csv,freebios.csv,vars-redux.csv,gnupdate.csv,alsa.csv,qse.csv,pgui.csv,pcsx2.csv,rebecca-aiml.csv,wxjs.csv,glelite.csv,ffigo.csv,gstreamer.csv,skia.csv,biopax.csv,metacosm.csv
alsa.csv,0.55,0.6,0.85,0.69,0.51,0.54,0.6,0.63,0.5,1.02,1.0,1.16,0.49,0.51,0.73,0.39,0.79
biopax.csv,0.63,1.0,1.0,1.0,0.89,0.72,0.96,0.76,0.88,1.0,1.0,0.67,0.74,0.91,1.0,0.17,1.0
ffigo.csv,1.0,0.84,1.0,0.69,0.9,0.99,1.0,1.0,0.87,0.8,1.0,0.93,0.31,1.0,0.71,0.86,1.0
freebios.csv,0.89,0.76,0.33,0.86,0.79,0.86,0.87,0.62,0.74,0.64,0.57,0.65,0.77,0.92,0.77,0.85,0.82
glelite.csv,0.93,0.95,0.89,0.73,0.97,0.86,0.98,0.97,0.72,0.99,0.99,0.03,0.96,0.97,0.74,0.59,0.97
gnupdate.csv,0.63,0.59,0.91,0.88,0.24,0.73,0.6,0.51,0.69,0.81,0.99,0.7,0.67,0.63,0.73,0.84,0.82
go.csv,0.35,0.74,0.74,0.82,0.45,0.72,0.38,0.64,0.57,0.89,0.97,0.49,0.55,0.57,0.68,0.5,0.82
gstreamer.csv,0.59,0.73,0.93,0.91,0.6,0.83,0.62,0.74,0.49,0.85,0.76,0.78,0.85,0.43,0.53,0.66,1.0
metacosm.csv,0.79,0.67,0.97,0.42,0.8,0.86,0.52,0.63,0.6,0.82,0.9,0.93,0.64,0.73,0.65,0.48,0.37
pcsx2.csv,0.56,0.67,0.75,0.6,0.79,0.68,0.54,0.84,0.47,0.88,0.8,0.73,0.78,0.49,0.7,0.36,0.75
pgui.csv,0.99,1.0,0.78,0.86,0.63,1.0,0.55,0.37,0.99,1.05,1.08,0.73,0.99,1.0,0.53,0.95,1.0
qse.csv,1.0,0.75,1.0,0.68,1.0,1.0,0.3,1.0,0.71,0.94,0.82,0.89,1.0,1.0,0.74,0.31,0.55
rebecca-aiml.csv,0.51,0.67,0.69,0.6,0.75,0.69,0.51,0.57,0.59,0.25,0.68,0.47,0.52,0.65,0.68,0.56,0.75
skia.csv,0.53,0.58,0.89,0.62,0.66,0.6,0.64,0.66,0.65,0.76,0.46,0.81,0.74,0.64,0.44,1.04,0.58
vars-redux.csv,0.46,0.62,0.83,0.37,0.88,0.66,0.48,0.69,0.48,0.53,0.6,0.39,0.52,0.53,0.76,0.69,0.54
wxjs.csv,1.0,0.97,0.98,1.0,1.0,0.96,1.0,1.0,0.98,0.69,0.2,0.91,1.0,1.0,0.88,1.01,1.0
yale.csv,1.0,0.59,0.85,0.63,0.99,0.97,0.75,0.56,0.9,0.71,0.78,1.05,0.8,0.69,0.85,0.81,0.63
