,go.csv,yale.csv,freebios.csv,vars-redux.csv,gnupdate.csv,alsa.csv,qse.csv,pgui.csv,pcsx2.csv,rebecca-aiml.csv,wxjs.csv,glelite.csv,ffigo.csv,gstreamer.csv,skia.csv,biopax.csv,metacosm.csv
alsa.csv,0.24,0.39,0.63,0.67,0.1,0.41,0.57,0.54,0.41,0.68,0.49,1.0,0.25,0.46,0.33,0.25,0.77
biopax.csv,0.62,1.0,1.0,1.0,0.88,0.67,0.96,0.76,0.88,1.0,1.0,0.67,0.7,0.9,1.0,0.0,1.0
ffigo.csv,0.04,0.12,0.0,0.55,0.02,0.0,0.0,0.0,0.05,0.08,0.08,0.0,0.23,0.0,0.52,0.15,0.03
freebios.csv,0.69,0.38,0.24,0.27,0.45,0.38,0.7,0.33,0.34,0.14,0.43,0.33,0.64,0.42,0.61,0.7,0.13
glelite.csv,0.93,0.95,0.88,0.72,0.95,0.86,0.98,0.97,0.7,0.95,0.99,0.0,0.95,0.97,0.74,0.55,0.97
gnupdate.csv,0.51,0.44,0.76,0.88,0.19,0.59,0.47,0.29,0.56,0.23,0.46,0.0,0.57,0.24,0.33,0.7,0.81
go.csv,0.22,0.69,0.55,0.81,0.41,0.67,0.32,0.62,0.55,0.69,0.41,0.0,0.45,0.45,0.63,0.15,0.77
gstreamer.csv,0.58,0.62,0.8,0.91,0.49,0.82,0.6,0.72,0.31,0.47,0.76,0.67,0.8,0.3,0.43,0.65,1.0
metacosm.csv,0.04,0.61,0.12,0.27,0.05,0.07,0.09,0.36,0.2,0.34,0.2,0.67,0.16,0.07,0.22,0.1,0.29
pcsx2.csv,0.51,0.54,0.71,0.55,0.78,0.54,0.51,0.84,0.38,0.67,0.28,0.67,0.07,0.39,0.63,0.15,0.74
pgui.csv,0.0,0.0,0.51,0.84,0.63,0.0,0.51,0.27,0.0,0.57,0.4,0.67,0.02,0.0,0.43,0.95,1.0
qse.csv,0.0,0.38,0.0,0.63,0.0,0.01,0.19,0.0,0.05,0.53,0.32,0.67,0.02,0.0,0.26,0.05,0.32
rebecca-aiml.csv,0.24,0.59,0.16,0.28,0.26,0.38,0.15,0.4,0.31,0.17,0.27,0.0,0.34,0.59,0.63,0.15,0.26
skia.csv,0.31,0.35,0.24,0.54,0.36,0.48,0.21,0.52,0.32,0.06,0.46,0.0,0.39,0.28,0.2,0.55,0.16
vars-redux.csv,0.36,0.33,0.29,0.34,0.78,0.48,0.34,0.63,0.28,0.5,0.59,0.0,0.36,0.4,0.72,0.0,0.39
wxjs.csv,0.0,0.06,0.0,0.0,0.0,0.02,0.02,0.01,0.02,0.08,0.2,0.0,0.0,0.01,0.15,0.2,0.0
yale.csv,1.0,0.26,0.84,0.45,0.99,0.97,0.3,0.52,0.88,0.67,0.22,1.0,0.77,0.54,0.8,0.55,0.35
